,School,Date,Item,Remarks,
,Tingha,1909-1939,[5/17851],"Administrative file (2 bundles, A and B)",
,Tingiringi,Pre 1939,[5/17852.1],Administrative file,
,Tinonee,Post 1939,[14/7876],Administrative file,
,Tinonee,Pre 1939,[5/17852.2],Administrative file,
,Tintenbar,Post 1939,[14/7876],Administrative file,
,Tintenbar,Pre 1939,[5/17853],"Administrative file (3 bundles, A-C)",
,Tintinhull,1885-1939,[5/17854.1],Administrative file,
,Tintot,Pre 1939,[5/17854.2],Administrative file,
,Tipperary,20.06.1951-22.11.1966,[1/10277 part],Disposal of Site,
,Tipperary (Gully),Post 1939,[14/7877],Administrative file,
,Tipperary (Gully),1876-1912,[5/17854.3],Administrative file,
,Tipperary (Gully),1912-1939,[5/17855.1],Administrative file,
,Tippereena,Pre 1939,[5/17855.2],Administrative file,
,Tiri,Pre 1939,[5/17855.3],Administrative file,
,Tirranna,1916-1966,[1/6096],Visitors' Book,
,Tirranna,1932-1964,[1/6097],Observation Book,
,Tirranna,1916-1931,[1/6098],Observation Book,
,Tirranna,1951-1967,[1/6099],"Minute Book,",
,Tirranna,1921-1967,[1/6100],Punishment Book,
,Tirranna,Post 1939,[14/7877],Administrative file,
,Tirranna,Pre 1939,[5/17856.1],Administrative file,
,Tirranna Creek,Pre 1939,[5/17856.2],Administrative file,
,Titania,Pre 1939,[5/17856.3],Administrative file,
,Tiverton (1) - (2),Pre 1939,[5/17857.1],"Administrative file (2 bundles, A and B)",
,Tobins Creek,-,[5/18301E],Proposed school,
,Tobwabba Aboriginal,Post 1939,[14/7877],Administrative file,
,Tobwabba Aboriginal,Pre 1939,[5/17857.2],Administrative file,
,Tocumwal,Post 1939,[14/7877],Administrative file,
,Tocumwal,Pre 1939,[5/17858],Administrative file,
,Toganmain,Pre 1939,[5/17859.1],Administrative file,
,Tolarno,Pre 1939,[5/17859.2],Administrative file,
,Tolimba,Pre 1939,[5/17859.3],Administrative file,
,Toll Bar (Creek),Pre 1939,[5/17859.4],Administrative file,
,Tolland,Post 1939,[14/7877],Administrative file,
,Tollendool,Pre 1939,[5/17859.5],Administrative file,
,Tomago,Post 1939,[14/7877],Administrative file,
,Tomago,Pre 1939,[5/17860.1],Administrative file,
,Tomalla,Pre 1939,[5/17860.2],Administrative file,
,Tomanbil (1) - (2),Pre 1939,[5/17860.3],Administrative file,
,Tomara,Pre 1939,[5/17860.4],Administrative file,
,Tombong,Post 1939,[14/7877],Administrative file,
,Tombong,Pre 1939,[5/17861.1],Administrative file,
,Tomboye,Pre 1939,[5/17861.2],Administrative file,
,Tomerong,1877-1934,[5/17861.3],Administrative file,
,Tomerong,1934-1939,[5/17862.1],Administrative file,
,Tomewin,1935-1941,[1/6824 part],Visitors' Book,
,Tomewin,1935-1962,[1/7852],Admission Register,
,Tomewin,Pre 1939,[5/17862.2],Administrative file,
,Tomingley,1980-1985,[1/10788],Visitors' book,
,Tomingley,1974-1985,[1/10789],Admission register,
,Tomingley,1943-1970,[1/10790],Observation book,
,Tomingley,Post 1939,[14/7877],Administrative file,
,Tomingley,1884-1928,[5/17862.3],Administrative file,
,Tomingley,1928-1939,[5/17863.1],Administrative file,
,Tomingley West,Post 1939,[14/7877],Administrative file,
,Tomingley West,Pre 1939,[5/17863.2],Administrative file,
,Tomki,Pre 1939,[5/17863.3],Administrative file,
,Tomki Lower,Post 1939,[14/7877],Administrative file,
,Tomki Lower,Pre 1939,[5/17863.4],Administrative file,
,Tomorroma,Post 1939,[14/7877],Administrative file,
,Tomorroma,Pre 1939,[5/17864.1],Administrative file,
,Toms Creek,Post 1939,[14/7877],Administrative file,
,Toms Creek,1939,[5/17864.2],Administrative file,
,Toms Gully,Pre 1939,[5/17864.3],Administrative file,
,Toms Lagoon,Post 1939,[14/7877],Administrative file,
,Toms Lagoon,Pre 1939,[5/17864.4],Administrative file,
,Tondeburine,Post 1939,[14/7877],Administrative file,
,Tonderburine,28.05.1956-04.05.1967,[1/2881],Visitors' Book,
,Tonderburine,07.02.1956-23.05.1967,[1/2883],Admission Register,
,Tonderburine,10.07.1957-17.10.1968,[1/2884],Punishment Book,
,Tong Bong,Pre 1939,[5/17865.2],Administrative file,
,Tongarra,Pre 1939,[5/17865.1],Administrative file,
,Tongbah,Pre 1939,[5/17864.5],Administrative file,
,Tongerella,-,[5/18301E],Proposed school,
,Tongul,Pre 1939,[5/17865.3],Administrative file,
,Toogimbie,Pre 1939,[5/17865.4],Administrative file,
,Toogong (1),Pre 1939,[5/17866.1],Administrative file,
,Toogong (Village) (2),Post 1939,[14/7878],Administrative file,
,Toogong (Village) (2),Pre 1939,[5/17866.2],Administrative file,
,Toogong Village,07.02.1921-13.09.1966,[1/9608],Admission Register,
,Toogong Village,21.02.1921-05.10.1966,[1/9609],Visitors' Book,
,Toogong Village,10.08.1922-11.07.1962,[1/9610],Punishment Book,
,Toolaroo,Pre 1939,[5/17866.3],Administrative file,
,Toolejooa,Pre 1939,[5/17867.1],Administrative file,
,Tooles Creek,Pre 1939,[5/17867.2],Administrative file,
,Tooleybuc,Post 1939,[14/7878],Administrative file,
,Tooleybuc,1890-1924,[5/17867.3],Administrative file,
,Tooleybuc,1924-1939,[5/17868.1],Administrative file,
,Toolijooa,Post 1939,[14/7878],Administrative file,
,Toolijooa,Pre 1939,[5/17868.1],Administrative file,
,Toolom Upper,Pre 1939,[5/17869.1],Administrative file,
,Toolond,Pre 1939,[5/17868.3],Administrative file,
,Tooloogan,Pre 1939,[5/17868.4],Administrative file,
,Tooloom (1) - (2),Pre 1939,[5/17868.5],Administrative file,
,Tooloom (2),Post 1939,[14/7878],Administrative file,
,Tooma,Post 1939,[14/7878],Administrative file,
,Tooma,Pre 1939,[5/17869.2],Administrative file,
,Toombong,Post 1939,[14/7878],Administrative file,
,Toomelah,Post 1939,[14/7878],Administrative file,
,Toomelah (Aboriginal),Pre 1939,[5/17869.4],Administrative file,
,Toongabbie,1967,[1/7901],Programme and Lesson Register,
,Toongabbie,1964,[1/7904],Programme and Lesson Register,
,Toongabbie,1969,[1/7905],Programme and Lesson Register,
,Toongabbie,1964,[1/7906],Programme and Lesson Register,
,Toongabbie,1964,[1/7907],Programme and Lesson Register,
,Toongabbie,1968,[1/7908],Programme and Lesson Register,
,Toongabbie,1964,[1/7909],Programme and Lesson Register,
,Toongabbie,1964,[1/7910],Programme and Lesson Register,
,Toongabbie,1949-1964,[1/7911],Admission Register,
,Toongabbie,1917-1933,[1/7912],Admission Register,
,Toongabbie,1932-1948,[1/7934],Visitors' Book,
,Toongabbie,1903-1953,[1/7935],Punishment Book,
,Toongabbie,Post 1939,[14/7879],Administrative file,
,Toongabbie,1886-1905,[5/17869.5],Administrative file,
,Toongabbie,1905-1939,[5/17870],"Administrative file (2 bundles, A and B)",
,Toongabbie East,Post 1939,[14/7879],Administrative file,
,Toongabbie West,Post 1939,[14/7879],Administrative file,
,Toongabbie West,1970,[NUA 605],Class Roll,
,Toongi,-,[5/18301E],Proposed school,
,Toonulli,Pre 1939,[5/17871.1],Administrative file,
,Toonumbah,Pre 1939,[5/17871.2],Administrative file,
,Toonumbar,04.07.1938-10.09.1963,[1/9331],Admission Register,
,Toonumbar,22.06.1961-24.10.1963,[1/9332],Visitors' Book (Clergy),
,Toonumbar,10.08.1939-17.06.1963,[1/9333],Punishment Book,
,Toonumbar,10.08.1939-10.04.1961,[1/9334],Observation Book,
,Toonumbar,04.08.1940-17.06.1963,[1/9335],Visitors' Book,
,Toonumbar,Post 1939,[14/7879],Administrative file,
,Toorale East,-,[5/18301E],Proposed school,
,Tooraweenah,Post 1939,[14/7879],Administrative file,
,Tooraweenah,Pre 1939,[5/17871.3],Administrative file,
,Toormina,Post 1939,[14/7880],Administrative file,
,Toormina High,Post 1939,[14/7880],Administrative file,
,Toormina High School,1980-1999,[NRS 19214],Register of Admission,
,Toorooka,Pre 1939,[5/17872.1],Administrative file,
,Tootal (Tootool),Pre 1939,[5/17872.2],Administrative file,
,Toothdale,Pre 1939,[5/17872.3],Administrative file,
,Toothill,Pre 1939,[5/17873.1],Administrative file,
,Tootool,24.05.1938-09.10.1967,[1/9980],Admission Register,
,Tootool,19.02.1930-31.07.1968,[1/9981],Visitors' Book,
,Tootool,06.08.1909-04.04.1963,[1/9982],Punishment Book,
,Tootool,Pre 1939,[5/17873.2],Administrative file,
,Toowong,Pre 1939,[5/17873.3],Administrative file,
,Tooyal,1937-1944,[1/8152],Admission Register,
,Tooyal,1937-1944,[1/8153],Observation Book,
,Tooyal,Post 1939,[14/7880],Administrative file,
,Tooyal (1) - (2),Pre 1939,[5/17873.4],Administrative file,
,Top Woodlands,Pre 1939,[5/17874.3],Administrative file,
,Topi Topi,30.04.1937-07.11.1961,[1/8936],Observation Book. Record at University of Newcastle,
,Topi Topi,23.07.1920-09.05.1962,[1/8937],Visitors' Book. Record at University of Newcastle,
,Topi Topi,30.03.1920-20.05.1963,[1/8938],Punishment Book Record at University of Newcastle,
,Topi Topi,11.02.1920-20.02.1961,[1/8939],Admission Register. Record at University of Newcastle,
,Topi Topi,14.09.1960-05.02.1962,[1/8940],Admission Register. Record at University of Newcastle,
,Topi Topi,Pre 1939,[5/17874.1],Administrative file,
,Topra Plains,Pre 1939,[5/17874.2],Administrative file,
,Torbane,Post 1939,[14/7880],Administrative file,
,Torbane,Pre 1939,[5/17874.4],Administrative file,
,Tori,Pre 1939,[5/17875.1],Administrative file,
,Toronto,Post 1939,[14/7880],Administrative file,
,Toronto,1889-1927,[5/17875.2],Administrative file,
,Toronto,1927-1939,[5/17876.1],Administrative file,
,Toronto High,Post 1939,[14/7881],Administrative file,
,Toronto High School],1962-1979,[NRS 20140],Register of Admissions,
,Toronto West,Post 1939,[14/7881],Administrative file,
,Torrens,Post 1939,[14/7881],Administrative file,
,Torrens River,Pre 1939,[5/17876.2],Administrative file,
,Torrie Lodge,-,[5/18301E],Proposed school,
,Torrington,29.06.1959-14.10.1968,[1/3821],Admission Register,
,Torrington,16.05.1906-11.08.1925,[1/4146],Observation Book,
,Torrington,20.08.1913-24.02.1956,[1/4149],Visitors' Book,
,Torrington,1907-1927,[1/4151],Admission Register,
,Torrington,Post 1939,[14/7881],Administrative file,
,Torrington,1883-1914,[5/17876.3],Administrative file,
,Torrington,1914-1939,[5/17877.1],Administrative file,
,Torrington,1920-1958,[A5743],Admission Register,
,Torrington,1929-1965,[1/10773],Observation book,
,Torrington,1929-1965,[1/10774],Observation book,
,Torrington,24.02.1956-12.12.1968,[1/3819],Visitors' Book,
,Torrington,13.11.1928-07.06.1968,[1/3820],Punishment Book,
,Torrowangee,Pre 1939,[5/17877.2],Administrative file,
,Torwood,Pre 1939,[5/17877.3],Administrative file,
,Toryburn,Pre 1939,[5/17877.4],Administrative file,
,Toshs Wongy,Pre 1939,[5/17877.5],Administrative file,
,Tottenham,Post 1939,[14/7881],Administrative file,
,Tottenham Park,Pre 1939,[5/17878.1],Administrative file,
,Toual,Pre 1939,[5/17878.2],Administrative file,
,Toukley,1940-1942,[14/7881],Administrative file,
,Toukley,1951-1968,[14/7882],Administrative file,
,Towac,Pre 1939,[5/17879.1],Administrative file,
,Towalbyn,Post 1939,[14/7882],Administrative file,
,Towalbyn,Pre 1939,[5/17879.2],Administrative file,
,Towallum,Pre 1939,[5/17879.3],Administrative file,
,Towamba,Post 1939,[14/7882],Administrative file,
,Towamba,Pre 1939,[5/17880.1],"Administrative file (2 bundles, A and B)",
,Towamba Lower,Pre 1939,[5/17880.2],Administrative file,
,Towamba Public School,1909-1974,[NRS 16683],Register of Admission,
,Towamba Public School,1907-1973,[NRS 19260],Punishment Book,
,Tower Street,Post 1939,[14/7882],Administrative file,
,"Tower, The",Pre 1939,[5/17880.3],Administrative file,
,Townsend,Pre 1939,[5/17881.1],Administrative file,
,Townsville,Pre 1939,[5/17881.2],Administrative file,
,Towradgi,Post 1939,[14/7882],Administrative file,
,Towrang,1949-1968,[1/10365],Visitors' Book,
,Towrang,1927-1950,[1/10366],Observation Book,
,Towrang,1952-1966,[1/10367],Observation Book,
,Towrang,1963-1967,[1/10368],Variation of Routine,
,Towrang,1933-1968,[1/10369],Admission Register,
,Towrang,1908-1937,[1/10370],Admission Register,
,Towrang,1959,[1/10371],Centenary Certificate,
,Towrang,1901-1968,[1/10372],Punishment Book,
,Towrang,Post 1939,[14/7882],Administrative file,
,Towrang,Pre 1939,[5/17881.3],Administrative file,
,Towyal,-,[5/18301E],Proposed school,
,Trafalgar,-,[5/18301E],Proposed school,
,Trajere,Pre 1939,[5/17882.1],Administrative file,
,Tralee,-,[5/18301E],Proposed school,
,Trangie,Post 1939,[14/7882],Administrative file,
,Trangie,1884-1922,[5/17882.2],"Administrative file (2 bundles, A and B)",
,Trangie,1923-1939,[5/17883.1],"Administrative file (2 bundles, A and B)",
,Tree Fern Vale,Pre 1939,[5/17883.2],Administrative file,
,Treelowarren,Pre 1939,[5/17885.2],Administrative file,
,Trefoil Park,Pre 1939,[5/17883.3],Administrative file,
,Tregeagle,Pre 1939,[5/17884.1],Administrative file,
,Tregear,Post 1939,[14/7882],Administrative file,
,Trelawney,Pre 1939,[5/17884.2],Administrative file,
,Treloar,Pre 1939,[5/17885.1],Administrative file,
,Tremarton,Post 1939,[14/7883],Administrative file,
,Tremarton,1890-1914,[5/17885.3],Administrative file,
,Tremarton,1914-1939,[5/17886.1],Administrative file,
,Trenayr,1941-1970,[1/6883],Visitors' Book,
,Trenayr,1909-1928,[1/6884],Visitors' Book,
,Trenayr,1941-1968,[1/6885],Punishment Book,
,Trenayr,1941-1970,[1/6886],Admission Register,
,Trenayr,Pre 1939,[5/17886.2],Administrative file,
,Trevallyn,Post 1939,[14/7883],Administrative file,
,Trevallyn,1907-1928,[5/17886.3],Administrative file,
,Trevallyn,1928-1939,[5/17887.1],Administrative file,
,Trevaylor,Pre 1939,[5/17887.2],Administrative file,
,Trevellas,Pre 1939,[5/17887.3],Administrative file,
,Trevethin,Pre 1939,[5/17887.4],Administrative file,
,Trewilga,Pre 1939,[5/17887.5],Administrative file,
,Triamble,Pre 1939,[5/17888.1],Administrative file,
,Triangle Flat,Pre 1939,[5/17888.2],Administrative file,
,Trickett,Pre 1939,[5/17888.3],Administrative file,
,Trida,Post 1939,[14/7883],Administrative file,
,Trida,Pre 1939,[5/17888.4],Administrative file,
,Trigalana,-,[5/18301E],Proposed school,
,Trigalong,Pre 1939,[5/17888.5],Administrative file,
,Trigamon,-,[5/18301E],Proposed school,
,Trinity C E,Pre 1939,[5/17889.1],Administrative file,
,Trinkey,Pre 1939,[5/17889.2],Administrative file,
,Trinkey Depot,Pre 1939,[5/17889.3],Administrative file,
,Trinkey Forest,Pre 1939,[5/17889.4],Administrative file,
,Trundle,1940-1956,[14/7883],Administrative file,
,Trundle,1961-1978,[14/7884],Administrative file,
,Trundle (Lagoons),1887-1925,[5/17889.5],"Administrative file (2 bundles, A and B)",
,Trundle (Lagoons),1925-1939,[5/17890.1],Administrative file,
,Trungley,Post 1939,[14/7884],Administrative file,
,Trungley,Pre 1939,[5/17890.2],Administrative file,
,Trunkey,Post 1939,[14/7884],Administrative file,
,Trunkey,1876-1890,[5/17890.3],Administrative file,
,Trunkey,1890-1939,[5/17891.1],Administrative file,
,Truscott Street,Post 1939,[14/7884],Administrative file,
,Tubbamurra,Post 1939,[14/7884],Administrative file,
,Tubbamurra,Pre 1939,[5/17891.2],Administrative file,
,Tubbul,1943-1952,[1/10327],Examination Book,
,Tubbul,1962,[1/10328],Examination Book,
,Tubbul,1958-1965,[1/10329],Examination Book,
,Tubbul,1956-1966,[1/10330],Admission Register,
,Tubbul,05.03.1954-24.02.1967,[1/9732],"Minute Book, P & C Association",
,Tubbul,Post 1939,[14/7885],Administrative file,
,Tubbul,Pre 1939,[5/17892.1],Administrative file,
,Tubbul,1955-1970,[1/10277 part],"Inspection Reports, Transfer of Buildings",
,Tubbul,1963-1966,[1/10318],Visitors' Book,
,Tubbul,1918-1966,[1/10319],Visitors' Book,
,Tubbul,1964-1966,[1/10320],Punishment Book,
,Tubbul,1966,[1/10321],Programme and Lesson Register,
,Tubbul,1966,[1/10322],Programme and Lesson Register,
,Tubbul,1964,[1/10323],Programme and Lesson Register,
,Tubbul,1960,[1/10324],Programme and Lesson Register,
,Tubbul,1947-1966,[1/10325],Observation Book,
,Tubbul,1964-1965,[1/10326],Examination Book,
,Tucabia,Post 1939,[14/7885],Administrative file,
,Tucabia,Pre 1939,[5/17892.2],Administrative file,
,Tuckaburra,Pre 1939,[5/17893.1],Administrative file,
,Tucki Tucki,Pre 1939,[5/17893.2],Administrative file,
,Tucki Tucki (2),Post 1939,[14/7885],Administrative file,
,Tucklan,Post 1939,[14/7885],Administrative file,
,Tucklan,Pre 1939,[5/17893.3],Administrative file,
,Tuckombil,15.11.1956-30.09.1965,[1/9258],Observation Book,
,Tuckombil,20.06.1940-14.03.1966,[1/9259],Visitors' Book,
,Tuckombil,04.06.1941-30.09.1965,[1/9260],Punishment Book,
,Tuckombil,01.08.1927-01.02.1966,[1/9261],Admission Register,
,Tuckombil,Post 1939,[14/7885],Administrative file,
,Tuckombil,Pre 1939,[5/17894.1],Administrative file,
,Tuckurimba,1926-1942,[1/10384],Observation Book,
,Tuckurimba,1921-1974,[1/10385],Admission Register,
,Tuckurimba,1938-1946,[1/3733],Examination Book,
,Tuckurimba,1947-1953,[1/3734],Examination Book,
,Tuckurimba,1954-1961,[1/3735],Examination Book,
,Tuckurimba,1962-1967,[1/3737],Examination Book,
,Tuckurimba,1968-,[1/3739],Examination Book,
,Tuckurimba,1961-1975,[1/3742],Equipment Register,
,Tuckurimba,1952,[1/3940],Programme and Lesson Register,
,Tuckurimba,1974,[1/3941],Record of condemnings,
,Tuckurimba,1946-1969,[1/8694],Observation Book,
,Tuckurimba,1922-1979,[1/8695],Visitors' Book,
,Tuckurimba,1934-1967,[1/8696],Punishment Book,
,Tuckurimba,Pre 1939,[5/17894.2],Administrative file,
,Tuena,Pre 1939,[5/17895],"Administrative file (2 bundles, A and B)",
,Tuena Public School,1929-1970,[NRS 16684],Register of Admission,
,Tuena Public School,1911-1976,[NRS 16645],Punishment Book,
,Tuggerah,Post 1939,[14/7885],Administrative file,
,Tuggerah,1890-1935,[5/17896],"Administrative file (2 bundles, A and B)",
,Tuggerah,1935-1939,[5/17897.1],Administrative file,
,Tuggerah Entrance,Pre 1939,[5/17897.2],Administrative file,
,Tuggerah Public School,1906-1990,[NRS 15497],Admission Register,
,Tuggerah Public School,19.11.1923-31.12.1972,[1/10598],Punishment Book,
,Tuggerawong,Post 1939,[14/7885],Administrative file,
