Surname,FirstName,Hotel,Locality,Year,Day/Month,License,Citation,Remarks
SCHOLES,Joseph,"New England Hotel, The",Armidale,1860,2 April,0087,NRS 14403 [7/1512]; Reel 1241,
SCHOLES,Joseph,"Crown Inn, The",Armidale,1857,21 April,0018,NRS 14403 [7/1508]; Reel 1239,
SCHOLES,Joseph,Crown Inn,Armidale,1856,15 April,0020,NRS 14403 [7/1507]; Reel 1239,on List of Certificates under Armidale
SCHOLES,Joseph,"Crown Inn, The",Armidale,1856,15 April,0020,NRS 14403 [7/1504]; Reel 1237,
SCHOLES,Joseph,"New England Hotel, The","Beardy and Dangar Streets, Armidale",1858,27 April,0075,NRS 14403 [7/1509]; Reel 1240,
SCHOLES,Robert,Queens Head Inn,"Rocky River Goldfield, District of Armidale",1856,17 July,1285,NRS 14403 [7/1507]; Reel 1239,on List of Certificates under Armidale
SCHOLES,Robert,"Queen's Head Inn, The","Rocky River, District of Uralla",1857,21 April,0242,NRS 14403 [7/1508]; Reel 1239,
SCHOLES,Robert,"Queens Head Inn, The","Rocky River Goldfield, District of Armidale",1856,8 July,1285,NRS 14403 [7/1507]; Reel 1239,
SCHRODER,Conrad,"Golden Fleece, The","Marulan, District of Goulburn",1856,18 April,1022,NRS 14403 [7/1506]; Reel 1238,
SCHRODER,Conrad,"Golden Fleece, The","Marulan, District of Goulburn",1856,18 April,1022,NRS 14403 [7/1507]; Reel 1239,on List of Certificates under Goulburn
SCOTLAND,Andrew,"George and Dragon, The","Clarence Town, District of Dungog",1858,20 April,0559,NRS 14403 [7/1510]; Reel 1240,
SCOTLAND,Andrew,Lamb Inn,"Clarence Stand Margaret Place, Sydney",1855,26 April,1102,NRS 14403 [7/1503]; Reel 1237,
SCOTLAND,Andrew,Lamb Inn,"Clarence Street, Sydney",1856,15 April,0814,NRS 14403 [7/1507]; Reel 1239,on List of Certificates under Sydney
SCOTLAND,Andrew,"Hunters River Inn, The","Sussex Street, Sydney",1854,26 April,0819,NRS 14403 [4/89]; Reel 5066,
SCOTLAND,Andrew,"Hunter's River Inn, The","Sussex Street, Sydney",1853,29 April,0366,NRS 14403 [4/84]; Reel 5063,
SCOTLAND,Andrew,Lamb Inn,"Clarence Street and Margaret Place, Sydney",1856,23 April,0814,NRS 14403 [7/1505]; Reel 1238,
SCOTT,George,Hope Tavern,"York and Barrack Streets, Sydney",1856,15 April,0488,NRS 14403 [7/1507]; Reel 1239,on List of Certificates under Sydney
SCOTT,George,"Hope Tavern, The","York and Barrack Streets, Sydney",1854,5 May,0551,NRS 14403 [4/88]; Reel 5065,
SCOTT,George,Hope Tavern,"York and Barrack Streets, Sydney",1856,23 April,0488,NRS 14403 [7/1505]; Reel 1238,
SCOTT,George,"Printers Arms, The","Castlereagh and Liverpool Streets, Sydney",1848,8 June,0054,NRS 14401 [4/82]; Reel 5062,
SCOTT,James,Settlers Inn,"Crown Street, Wollongong",1856,15 April,0372,NRS 14403 [7/1507]; Reel 1239,on List of Certificates under Wollongong
SCOTT,James,"Settlers Inn, The","Crown Street, Wollongong",1856,15 April,0372,NRS 14403 [7/1504]; Reel 1237,
SCOTT,"John
 John",Travellers Arms,"Coolae or Coolooe, Yass",1842,11 July,0470,NRS 14401 [4/74]; Reel 5057,
SCOTT,"John
 John",Travellers Arms,"Coolae or Coolooe, District of Yass",1841,10 March,0451,NRS 14401 [4/73]; Reel 5056,
SCOTT,John,"Glebe Tavern, The","The Glebe, District of Sydney",1858,27 April,0701,NRS 14403 [7/1510]; Reel 1240,
SCOTT,John,Travellers Arms,"Coolore, District of Yass",1841,22 June,0226,NRS 14401 [7/1501]; Reel 1236,
SCOTT,John,"Glebe Tavern, The","The Glebe, Sydney",1847,22 July,0642,NRS 14401 [4/81]; Reel 5061,
SCOTT,John,Glebe Tavern,"Glebe, District of Sydney",1848,28 June,0459,NRS 14401 [4/83]; Reel 5062,
SCOTT,Joseph,"Crown, The","Upper Minto, Campbell Town",1834,14 [July],0356,NRS 14401 [4/65]; Reel 5052,
SCOTT,Joseph,"Crown, The","Upper Minto, District of Campbell Town",1833,12 July,0334,NRS 14401 [4/64]; Reel 5051,
SCOTT,Joseph,"Crown, The",Upper Minto,1830,30 June,0114,NRS 14401 [4/61]; Reel 5049,
SCOTT,Joseph,"Crown, The","Upper Minto, District of Campbell Town",1831,7 July,0189,NRS 14401 [4/62]; Reel 5049,
SCOTT,Margaret,"Cottage of Content, The","Crown Street, Wollongong",1857,21 April,0114,NRS 14403 [7/1508]; Reel 1239,
SCOTT,Margaret,"Cottage of Content, The","Crown Street, Wollongong",1860,17 April,0835,NRS 14403 [7/1513]; Reel 1242,
SCOTT,Margaret,"Cottage of Content, The","Crown Street, Wollongong",1858,20 April,0094,NRS 14403 [7/1509]; Reel 1240,
SCOTT,Michael,Estate Hotel,"Riley Street, Sydney",1858,27 April,0988,NRS 14403 [7/1510]; Reel 1240,
SCOTT,Michael,Estate Hotel,"Riley Street, Sydney",1858,July,0988,NRS 14403 [7/1510]; Reel 1240,"2 pages; removal to Macquarie Place, Sydney; removal to Upper Paddington, District of Sydney"
SCUDDER,Chancey Perry,"Three Crowns, The","Cumberland Street, Sydney",1853,29 April,0948,NRS 14403 [4/86]; Reel 5064,
SCULLY,Bernard,"Imperial Hotel, The","William Street, Sydney",1860,24 April,0890,NRS 14403 [7/1513]; Reel 1242,
SCULLY,Patrick,"Harrow, The","Church Street, Parramatta",1856,15 April,0725,NRS 14403 [7/1505]; Reel 1238,
SCULLY,Patrick,Harrow,"Church Street, Parramatta",1856,15 April,0725,NRS 14403 [7/1507]; Reel 1239,on List of Certificates under Parramatta
SCULLY,Patrick,"Harrow, The","Church Street, Parramatta",1855,17 April,0461,NRS 14403 [7/1502]; Reel 1236,
SCURR,William,"William The Fourth, The","Sussex Street, Sydney",1837,25 July,0417,NRS 14401 [4/68]; Reel 5053,or SCARR
SCURR,William,Hope,"Goulburn Street, Sydney",1836,12 July,0338,NRS 14401 [4/67]; Reel 5053,
SEALE,Ann,"New Inn, The","Liverpool Road, Enfield, District of Sydney",1860,24 April,0936,NRS 14403 [7/1513]; Reel 1242,
SEALE,Joseph,Square and Compass,"George Street, Sydney",1856,23 April,0450,NRS 14403 [7/1505]; Reel 1238,
SEALE,Joseph,Square and Compass,"George Street, Sydney",1855,26 April,1095,NRS 14403 [7/1503]; Reel 1237,
SEALE,Joseph,"Square and Compass, The","George Street South, Sydney",1860,24 April,0935,NRS 14403 [7/1513]; Reel 1242,
SEALE,Joseph,"Square and Compass, The","George Street, Sydney",1854,1 May,0747,NRS 14403 [4/88]; Reel 5065,
SEALE,Joseph,Square and Compass,"George Street, Sydney",1856,15 April,0450,NRS 14403 [7/1507]; Reel 1239,on List of Certificates under Sydney
SEALE,Joseph,"Square and Compass, The","George Street, Sydney",1853,6 September,1068,NRS 14403 [4/86]; Reel 5064,
SEALE,Joseph,Square and Compass,"George Street, Sydney",1858,27 April,1012,NRS 14403 [7/1511]; Reel 1241,
SEALE,Thomas,"Angel Inn, The","Liverpool Road, Parramatta",1844,29 June,0388,NRS 14401 [4/76]; Reel 5059,
SEALE,Thomas,New Inn,"Liverpool Road, District of Parramatta",1841,21 June,0208,NRS 14401 [7/1501]; Reel 1236,
SEALE,Thomas,New Inn,"Liverpool Road, Parramatta",1843,27 June,0250,NRS 14401 [4/75]; Reel 5058,
SEALE,Thomas,"New Inn, The","Liverpool Road, District of Sydney",1853,30 April,0272,NRS 14403 [4/84]; Reel 5063,
SEALE,Thomas,New Inn,"Liverpool Road, Sydney",1856,15 April,0427,NRS 14403 [7/1507]; Reel 1239,on List of Certificates under Sydney
SEALE,Thomas,New Inn,"Liverpool Road, Parramatta",1842,25 June,0261,NRS 14401 [4/74]; Reel 5057,
SEALE,Thomas,"New Inn, The","Liverpool Road, District of Sydney",1854,27 April,0748,NRS 14403 [4/88]; Reel 5065,
SEALE,Thomas,"New Inn, The","Liverpool Road, District of Sydney",1856,29 April,0427,NRS 14403 [7/1505]; Reel 1238,
SEALE,Thomas,New Inn,Liverpool Road,1846,30 June,0515,NRS 14401 [4/80]; Reel 5060,
SEALE,Thomas,New Inn,"Liverpool Road, Parramatta",1840,29 June,0373,NRS 14401 [4/72]; Reel 5056,
SEALE,Thomas,"New Inn, The","Enfield, District of Sydney",1858,27 April,1040,NRS 14403 [7/1511]; Reel 1241,
SEALE,Thomas,"New Inn, The","on the Liverpool Road, District of Parramatta",1848,29 June,0579,NRS 14401 [4/83]; Reel 5062,
SEALE,Thomas,"New Inn, The","Liverpool Road, Parramatta",1845,30 June,0424,NRS 14401 [4/77]; Reel 5059,
SEALE,Thomas,"New Inn, The","Liverpool Road, Parramatta",1847,26 June,0279,NRS 14401 [4/79]; Reel 5061,
SEALE,Thomas,"New Inn, The","Liverpool Road, District of Sydney",1855,27 April,0689,NRS 14403 [7/1502]; Reel 1236,
SEARLE,Richard,Albion Inn,"Stroud and Baynan Terrace Road, Stroud, Limeburner's Creek, District of Dungog",1856,2 May,0888,NRS 14403 [7/1507]; Reel 1239,on List of Certificates under Dungog
SEARLE,Richard,"Albion Inn, The",Lime Burners Creek,1855,4 May,0515,NRS 14403 [7/1502]; Reel 1236,
SEARLE,Richard,"Albion Inn, The","main road from Raymond Terrace to Stroud, Limeburner's Creek, District of Dungog",1856,2 May,0888,NRS 14403 [7/1506]; Reel 1238,
SEARLE,Richard,"Albion Inn, The","Limeburners Creek, on the road leading from Stroud to Raymond Terrace, District of Dungog",1854,18 April,0490,NRS 14403 [4/88]; Reel 5065,
SEARLE,Richard,"Albion Inn, The","halway between Stroud and Raymond Terrace on the main road, District of Dungog",1853,26 April,0365,NRS 14403 [4/84]; Reel 5063,
SEARLE,Richard,Albion Inn,"Stroud Road, Stroud, Limeburner's Creek, District of Dungog",1856,2 May,0888,NRS 14403 [7/1507]; Reel 1239,on List of Certificates under Dungog
SEARS,Robert,"Fox and Grapes, The","Parramatta Road, District of Sydney",1834,1 July,0162,NRS 14401 [4/65]; Reel 5052,
SEATH,John,"Black Swan, The","George Street, Sydney",1854,4 May,0427,NRS 14403 [4/88]; Reel 5065,
SEATH,John,Archer,"Richmond, Windsor",1843,17 November,0534,NRS 14401 [4/75]; Reel 5058,Transferred Benjamin RICHARDS dated 27 November 1843
SEATH,John,"Black Swan, The","George Street, Sydney",1853,28 April,1016,NRS 14403 [4/86]; Reel 5064,
SEATH,John,Black Swan,"George Street, Sydney",1855,26 April,0512,NRS 14403 [7/1502]; Reel 1236,
SEDINGHAM,George,"Sir Thomas Mitchell, The","Tenaro, District of Tamworth",1855,17 April,0574,NRS 14403 [7/1502]; Reel 1236,
SEDINGHAM,George,Sir Thomas Livingstone Mitchell Inn,Singleton,1848,23 June,0257,NRS 14401 [4/82]; Reel 5062,
SEERS,Robert,Fox and Grapes,"Church Street, Parramatta",1835,30 June,0156,NRS 14401 [4/66]; Reel 5052,
SEGERSON,George,Barley Mow,Sydney,1840,30 June,0394,NRS 14401 [4/72]; Reel 5056,
SEGERSON,George,"Barley Mow, The",Sydney,1839,29 June,0449,NRS 14401 [4/70]; Reel 5055,
SEGERSON,George,"Boundary Stone, The","Bourke Street, Sydney",1837,10 July,0338,NRS 14401 [4/68]; Reel 5053,
SELDON,Richard,"Hope and Anchor, The","Sussex Street, Sydney",1858,25 May,1249,NRS 14403 [7/1511]; Reel 1241,"out of order in register, after 1247"
SENIOR,Charles,"Woodman's Inn, The","Lane Cove Road, District of Sydney",1855,4 May,0745,NRS 14403 [7/1502]; Reel 1236,
SENIOR,Charles,"Woodman Inn, The","Lane Cove, District of Sydney",1854,7 March,1179,NRS 14403 [4/86]; Reel 5064,
SENIOR,Charles,"Woodman Inn, The","North Shore Road, District of Sydney",1854,9 May,0512,NRS 14403 [4/88]; Reel 5065,
SERGEANT,Edward,Dunbarton Castle,"Beardie Plains, District of Wellingrove",1853,19 April,0157,NRS 14403 [4/84]; Reel 5063,
SERGEANT,Henry,Steam Packet Inn,"George Street, Parramatta",1845,19 June,0129,NRS 14401 [4/77]; Reel 5059,"see Steam Packet, 1834, 1836, 1840"
SETTATREE,William,"Wool Pack Inn, The",Tamworth,1860,17 April,0358,NRS 14403 [7/1512]; Reel 1241,
SEYMOUR,Henry Francis,Black Horse,"Richmond, District of Windsor",1856,15 April,0007,NRS 14403 [7/1507]; Reel 1239,on List of Certificates under Windsor
SEYMOUR,Henry Francis,"Black Horse, The","Richmond, District of Windsor",1857,21 April,0073,NRS 14403 [7/1508]; Reel 1239,
SEYMOUR,Henry Francis,"Black Horse, The","Richmond, District of Windsor",1856,15 April,0007,NRS 14403 [7/1504]; Reel 1237,
SEYMOUR,James,-,"Waverly, District of Sydney",1856,December,0068,NRS 14403 [7/1507]; Reel 1239,Confectioner's license; on List of Certificates under Sydney
SEYMOUR,Margaret,Black Horse,"George Street, Richmond, Windsor",1843,7 June,0047,NRS 14401 [4/75]; Reel 5058,
SEYMOUR,Margaret,"Black Horse, The","Richmond, District of Windsor",1848,18 May,0013,NRS 14401 [4/82]; Reel 5062,
SEYMOUR,Margaret,"Black Horse, The","Richmond, District of Windsor",1853,19 April,0509,NRS 14403 [4/85]; Reel 5064,
SEYMOUR,Margaret,"Black Horse, The","Richmond, District of Windsor",1860,17 April,0041,NRS 14403 [7/1512]; Reel 1241,
SEYMOUR,Margaret,Black Horse,Richmond,1841,20 May,0012,NRS 14401 [7/1501]; Reel 1236,
SEYMOUR,Margaret,"Black Horse, The","George Street, Richmond, District of Windsor",1842,11 June,0085,NRS 14401 [4/74]; Reel 5057,
SEYMOUR,Margaret,"Black Horse, The","George Street, Richmond, District of Windsor",1835,18 June,0006,NRS 14401 [4/66]; Reel 5052,
SEYMOUR,Margaret,"Black Horse, The","George Street, Richmond, Windsor",1838,28 June,0084,NRS 14401 [4/69]; Reel 5054,
SEYMOUR,Margaret,"Black Horse, The","Richmond, District of Windsor",1854,18 April,0061,NRS 14403 [4/87]; Reel 5065,
SEYMOUR,Margaret,Black Horse,"George Street, Richmond, Windsor",1844,21 May,0012,NRS 14401 [4/76]; Reel 5059,
SEYMOUR,Margaret,"Black Horse, The","George Street, Richmond, Windsor",1837,23 June,0004,NRS 14401 [4/68]; Reel 5053,
SEYMOUR,Margaret,"Black Horse, The","George Street, Richmond, Windsor",1845,17 April,0001,NRS 14401 [4/77]; Reel 5059,
SEYMOUR,Margaret,Black Horse,"George Street, Richmond, Windsor",1840,29 May,0045,NRS 14401 [4/72]; Reel 5056,
SEYMOUR,Margaret,Black Horse,"George Street, Richmond, Windsor",1846,20 May,0013,NRS 14401 [4/78]; Reel 5060,
SEYMOUR,Margaret,Black Horse,"George Street, Richmond, Windsor",1847,26 May,0028,NRS 14401 [4/79]; Reel 5061,
SEYMOUR,Margaret,"Black Horse, The","George Street, Richmond, Windsor",1839,7 June,0059,NRS 14401 [4/70]; Reel 5055,
SEYMOUR,Margaret,"Black Horse, The","Richmond, District of Windsor",1858,20 April,0252,NRS 14403 [7/1509]; Reel 1240,
SEYMOUR,Margaret,Black Horse,"George Street, Richmond, Windsor",1836,24 June,0005,NRS 14401 [4/67]; Reel 5053,
SHAKESHAFT,John,St Andrews Tavern,"Kent and King Streets, Sydney",1856,15 April,0534,NRS 14403 [7/1507]; Reel 1239,on List of Certificates under Sydney
SHAKESHAFT,John,"Mangrove Inn, The","Mangrove Creek, District of Brisbane Water",1853,22 June,0631,NRS 14403 [4/85]; Reel 5064,2 pages
SHAKESHAFT,John,St Andrews Tavern,"Kent and King Streets, Sydney",1856,23 April,0534,NRS 14403 [7/1505]; Reel 1238,
SHAKESHAFT,John,St Andrew's Tavern,"Kent and King Streets, Sydney",1858,21 May,1190,NRS 14403 [7/1511]; Reel 1241,
SHALVEY,Michael,"Yorkshire Stingo, The","Castlereagh and Goulburn Streets, Sydney",1853,28 April,0936,NRS 14403 [4/86]; Reel 5064,
SHALVEY,Michael,Yorkshire Stingo,"Castlereagh and Goulburn Streets, Sydney",1855,26 April,0873,NRS 14403 [7/1503]; Reel 1237,
SHALVEY,Michael,Yorkshire Stingo,"Castlereagh and Goulburn Streets, Sydney",1854,26 April,1048,NRS 14403 [4/89]; Reel 5066,
SHALVEY,Michael,"Globe Tavern, The","Castlereagh Street, Sydney",1858,27 April,1067,NRS 14403 [7/1511]; Reel 1241,
SHANAHAN,John,"Bush Inn, The","Black Creek, District of Maitland",1855,1 May,0643,NRS 14403 [7/1502]; Reel 1236,
SHANAHAN,John,"Bush Inn, The","Black Creek, District of Maitland",1856,15 April,0768,NRS 14403 [7/1505]; Reel 1238,
SHANAHAN,John,"Bush Inn, The","Black Creek, District of Maitland",1854,18 April,0631,NRS 14403 [4/88]; Reel 5065,
SHANAHAN,John,Bush Inn,"Singleton Road, Black Creek, District of Maitland",1856,15 April,0768,NRS 14403 [7/1507]; Reel 1239,on List of Certificates under Maitland
SHANAHAN,Thomas,Union,"Micalyn Plains, Maneroo, Queanbeyan",1841,13 May,0004,NRS 14401 [7/1501]; Reel 1236,
SHANAHAN,Thomas,Union Arms,"Micalya, Queanbeyan",1840,27 June,0335,NRS 14401 [4/72]; Reel 5056,"or SHANNAHAN; see Union, 1838-39"
SHANNAHAN,Thomas,"Union, The","Keefe's Plains, Queanbeyan",1839,29 June,0408,NRS 14401 [4/70]; Reel 5055,"see Union Arms, 1840"
SHANNAHAN,Thomas,"Union, The","Keefe's Plains, Queanbeyan",1838,30 June,0157,NRS 14401 [4/69]; Reel 5054,"see Union Arms, 1840"
SHANNON,John,Crooked Billet,Maitland,1840,19 May,0022,NRS 14401 [4/72]; Reel 5056,
SHANNON,Peter,Currency Lass,"Kingsgrove, Cook's River, District of Sydney",1858,25 May,1314,NRS 14403 [7/1511]; Reel 1241,
SHANNON,Samuel,"Squatters Arms, The","Jews Flats, Maneroo, Queanbeyan",1843,28 June,0291,NRS 14401 [4/75]; Reel 5058,
SHANNON,Samuel,"Victoria Hotel, The",Cooma,1858,20 April,0407,NRS 14403 [7/1509]; Reel 1240,
SHARE,Thomas,Plymouth Inn,"Cumberland Street, Sydney",1840,30 June,0412,NRS 14401 [4/72]; Reel 5056,
SHARE,Thomas,Plymouth Inn,"Cumberland Street, Sydney",1844,29 June,0440,NRS 14401 [4/76]; Reel 5059,
SHARE,Thomas,"Plymouth Inn, The","Cumberland Street, Sydney",1845,9 June,0057,NRS 14401 [4/77]; Reel 5059,
SHARE,Thomas,Plymouth Inn,"Cumberland Street, Sydney",1843,26 June,0238,NRS 14401 [4/75]; Reel 5058,
SHARE,Thomas,"Plymouth Inn, The","Cumberland Street, Sydney",1842,30 June,0423,NRS 14401 [4/74]; Reel 5057,
SHARP,George,"Blue Mountain Inn, The",Penrith,1858,20 April,0237,NRS 14403 [7/1509]; Reel 1240,
SHARP,George,"Blue Mountain Inn, The","Blue Mountain, District of Penrith",1857,21 April,0081,NRS 14403 [7/1508]; Reel 1239,
SHARP,Joseph,Clarence Hotel,"Woolport, Clarence River",1846,10 June,0071,NRS 14401 [4/78]; Reel 5060,
SHARP,Joseph,"Clarence Hotel, The","Grafton, Clarence River; Woolport, Clarence Town",1847,1 June,0041,NRS 14401 [4/79]; Reel 5061,
SHARP,Joseph,Grafton Hotel,Grafton,1848,28 June,0514,NRS 14401 [4/83]; Reel 5062,
SHARP,Joseph,Clarence Hotel,"Woolport, Clarence Town",1844,29 June,0468,NRS 14401 [4/76]; Reel 5059,
SHARP,Joseph,"Clarence Hotel, The","Wool Port, Clarence River",1845,28 June,0365,NRS 14401 [4/77]; Reel 5059,
SHARP,Joseph,"Clarence Hotel, The","Woolport, Clarence Town",1843,10 August,0523,NRS 14401 [4/75]; Reel 5058,
SHARPE,George,"Blue Mountain Inn, The","Western Road, Blue Mountain, District of Penrith",1856,15 April,0109,NRS 14403 [7/1504]; Reel 1237,or SHARP
SHARPE,William,"Ship Inn, The",Melbourne,1839,7 June,0062,NRS 14401 [4/70]; Reel 5055,
SHARWOOD,John,"Traveller's Rest, The","Abercrombie River, District of Hartley",1856,15 April,0101,NRS 14403 [7/1504]; Reel 1237,
SHARWOOD,John,"Traveller's Rest, The","Abercrombie River crossing place, District of Hartley",1858,17 April,0623,NRS 14403 [7/1510]; Reel 1240,
SHARWOOD,John,"Traveller's Rest, The","Abercrombie River, District of Hartley",1856,15 April,0101,NRS 14403 [7/1507]; Reel 1239,on List of Certificates under Hartley
SHARWOOD,John,"Traveller's Rest, The","Abercrombie River, District of Hartley",1857,21 April,0048,NRS 14403 [7/1508]; Reel 1239,
SHARWOOD,John,"Traveller's Rest, The","Abercrombie River, District of Hartley",1855,6 September,1204,NRS 14403 [7/1503]; Reel 1237,2 pages
SHAUGHESSY,Thomas,Australian Hotel,"Raymond and Warne Streets, Wellington",1856,2 September,-,NRS 14403 [7/1507]; Reel 1239,Billiard license; on List of Certificates under Montefiores
SHAUGHNESSY,Thomas,"Australian Hotel, The",Wellington,1858,20 April,0000,NRS 14403 [7/1511]; Reel 1241,Billiard license
SHAUGHNESSY,Thomas,"Luckden Inn, The","Nanima, District of Molong",1860,17 April,0729,NRS 14403 [7/1513]; Reel 1242,
SHAUGHNESSY,Thomas,"Australian Hotel, The",Wellington,1856,15 April,1047,NRS 14403 [7/1506]; Reel 1238,
SHAUGHNESSY,Thomas,"Australian Hotel, The",Wellington,1856,4 March,1273,NRS 14403 [7/1503]; Reel 1237,
SHAUGHNESSY,Thomas,Australian Hotel,"Raymond and Warne Streets, Wellington",1856,15 April,1047,NRS 14403 [7/1507]; Reel 1239,on List of Certificates under Montefiores
SHAUGHNESSY,Thomas,"Australian Hotel, The",Wellington,1858,20 April,1426,NRS 14403 [7/1511]; Reel 1241,
SHAUGHNESSY,William,"College Hotel, The","Francis and Charles Streets, Sydney",1860,24 April,0745,NRS 14403 [7/1513]; Reel 1242,
SHAW,Charles,"Boomarang Inn, The","Francis and Riley Streets, Sydney",1854,26 April,0994,NRS 14403 [4/89]; Reel 5066,
SHAW,Charles,Cornish Arms,"North Shore, District of Sydney",1847,29 June,0405,NRS 14401 [4/81]; Reel 5061,
SHAW,Charles,Boomerang Inn,"Francis and Riley Streets, Sydney",1856,23 April,1187,NRS 14403 [7/1506]; Reel 1238,
SHAW,Charles,"Boomarang, The","Woolloomooloo, Sydney",1853,30 April,0898,NRS 14403 [4/86]; Reel 5064,
SHAW,Charles,"Boomerang Inn, The","Francis and Riley Streets, Sydney",1855,3 May,1104,NRS 14403 [7/1503]; Reel 1237,
SHAW,Charles,Boomerang Inn,"Francis and Riley Streets, Sydney",1856,15 April,1187,NRS 14403 [7/1507]; Reel 1239,on List of Certificates under Sydney
SHAW,Charles,Cornish Arms,"North Shore, Sydney",1846,30 June,0481,NRS 14401 [4/80]; Reel 5060,
SHAW,James,"Bricklayers Arms, The","Flinders lane, Melbourne",1839,27 July,0477,NRS 14401 [4/70]; Reel 5055,
SHAW,James,"Lord Byron Hotel, The","Lapstone Hill, Penrith",1839,29 June,0429,NRS 14401 [4/70]; Reel 5055,
SHAW,Joseph,"Junction Inn, The","Junction of the Green Swamp and Bathurst roads, District of Sofala",1854,18 September,1191,NRS 14403 [4/89]; Reel 5066,
SHAW,Joseph,"Gas Hotel, The",Sofala,1853,26 April,0695,NRS 14403 [4/85]; Reel 5064,
SHAW,Matthew,"Dunbarton Castle, The","Liverpool Street, Sydney",1837,14 July,0397,NRS 14401 [4/68]; Reel 5053,
SHAW,Thomas,Woolpack Inn,"Parramatta Road, Sydney",1846,29 June,0434,NRS 14401 [4/80]; Reel 5060,Removed to another house on same road; Transferred to Charles HUGHES
SHAW,Thomas,Joiners Arms,"Marsden Street, Parramatta",1831,14 [July],0241,NRS 14401 [4/62]; Reel 5049,
SHAW,Thomas,"Joiners Arms, The","Marsden Street, Parramatta",1833,22 July,0358,NRS 14401 [4/64]; Reel 5051,
SHAW,Thomas,Woolpack Inn,"Parramatta Road, Sydney",1845,30 June,0490,NRS 14401 [4/77]; Reel 5059,"Woolpack, 1843-44"
SHAW,Thomas,"Star Inn, The",Parramatta,1847,29 June,0418,NRS 14401 [4/81]; Reel 5061,
SHAW,Thomas,"Woolpack, The","Parramatta Road, Sydney",1844,29 June,0402,NRS 14401 [4/76]; Reel 5059,"Woolpack Inn, 1845"
