,Item,Reel,Year,Pre,Nos,Title,Place,Minister,Church,Remarks,
,[5/6563],,1900,,18136 - 18631,,,,,,
,[5/6564],,1900,,18632 - 19000,,,,,,
,[5/6565],,1900,,19001 - 19500,,,,,,
,[5/6566],,1900,,19501 - 20000,,,,,,
,[5/6567],,1900,,20001 - 20500,,,,,,
,[5/6568],,1900,,20501 - 21000,,,,,,
,[5/6569],,1900,,21001 - 21500,,,,,,
,[5/6570],,1900,,21501 - 21771,,,,,,
,[5/6571],,1900,,21772 - 22520,,,,,,
,[5/6572],,1900,,22523 - 23000,,,,,,
,[5/6573],,1900,,23001 - 23500,,,,,,
,[5/6574],,1900,,23501 - 24000,,,,,,
,[5/6575],,1900,,24001 - 24500,,,,,,
,[5/6576],,1900,,24502 - 24929,,,,,,
,[5/6577A],,1900,,24930 - 25500,,,,,,
,[5/6577B],,1900,,,Vouchers,,,,,
,[5/6578],,1900,,,Estimates,,,,,
,[5/6579],,1900,,,Despatches,,,,M6315/B - M6379/B,
,[5/6580],,1900,,,Minutes,,,,M20612 - M20649,
,[5/6581],,1900,,,Minutes,,,,M20652 - M20709,
,[5/6582],,1900,,,On Hand,,,,/517 - 00/24693,
,[5/6583],,1900,,,Unregistered,,,,,
,[5/6584],,1901,,1 - 225,,,,,,
,[5/6585],,1901,,226 - 500,,,,,,
,[5/6586],,1901,,501 - 1000,,,,,,
,[5/6587],,1901,,1001 - 1500,,,,,,
,[5/6588],,1901,,1501 - 2000,,,,,,
,[5/6589],,1901,,2001 - 2500,,,,,,
,[5/6590],,1901,,2501 - 2734,,,,,,
,[5/6591],,1901,,2735 - 3000,,,,,,
,[5/6592],,1901,,3001 - 3500,,,,,,
,[5/6593],,1901,,3501 - 3643,,,,,,
,[5/6594],,1901,,3644 - 4119,,,,,,
,[5/6595],,1901,,4120 - 4655,,,,,,
,[5/6596],,1901,,4656 - 5000,,,,,,
,[5/6597],,1901,,5001 - 5353,,,,,,
,[5/6598],,1901,,5354 - 5598,,,,,,
,[5/6599],,1901,,5599 - 6000,,,,,,
,[5/6600],,1901,,6001 - 6348,,,,,,
,[5/6601],,1901,,6349 - 6618,,,,,,
,[5/6602],,1901,,6619 - 7000,,,,,,
,[5/6603],,1901,,7001 - 7500,,,,,,
,[5/6604],,1901,,7501 - 7847,,,,,,
,[5/6605],,1901,,7848 - 8118,,,,,,
,[5/6606],,1901,,8119 - 8500,,,,,,
,[5/6607],,1901,,8501 - 9000,,,,,,
,[5/6608],,1901,,9001 - 9500,,,,,,
,[5/6609],,1901,,9501 - 10000,,,,,,
,[5/6610],,1901,,10001 - 10500,,,,,,
,[5/6611],,1901,,10501 - 11000,,,,,,
,[5/6612],,1901,,11001 - 11500,,,,,,
,[5/6613],,1901,,11501 - 12000,,,,,,
,[5/6614],,1901,,12001 - 12500,,,,,,
,[5/6615],,1901,,12501 - 13000,,,,,,
,[5/6616],,1901,,13001 - 13500,,,,,,
,[5/6617],,1901,,13501 - 14000,,,,,,
,[5/6618],,1901,,14001 - 14500,,,,,,
,[5/6619],,1901,,14501 - 15000,,,,,,
,[5/6620],,1901,,15001 - 15103,,,,,,
,[5/6621],,1901,,15104 - 15500,,,,,,
,[5/6622],,1901,,15501 - 16000,,,,,,
,[5/6623],,1901,,16001 - 16268,,,,,,
,[5/6624],,1901,,16269 - 16500,,,,,,
,[5/6625],,1901,,16501 - 16864,,,,,,
,[5/6626],,1901,,16865 - 17053,,,,,,
,[5/6627],,1901,,17055 - 17500,,,,,,
,[5/6628],,1901,,17501 - 18000,,,,,,
,[5/6629],,1901,,18001 - 18300,,,,,,
,[5/6630],,1901,,18301 - 18500,,,,,,
,[5/6631],,1901,,18501 - 19000,,,,,,
,[5/6632],,1901,,19001 - 19266,,,,,,
,[5/6633],,1901,,19267 - 19500,,,,,,
,[5/6634],,1901,,19501 - 20000,,,,,,
,[5/6635],,1901,,20001 - 20500,,,,,,
,[5/6636],,1901,,20501 - 21153,,,,,,
,[5/6637],,1901,,21154 - 21500,,,,,,
,[5/6638],,1901,,21501 - 22000,,,,,,
,[5/6639],,1901,,22001 - 22500,,,,,,
,[5/6640],,1901,,22501 - 22940,,,,,,
,[5/6641],,1901,,22941 - 23118,,,,,,
,[5/6642],,1901,,23119 - 23500,,,,,,
,[5/6643A],,1901,,23736 - 24000,,,,,,
,[5/6643],,1901,,23501 - 23735,,,,,,
,[5/6644],,1901,,,Unregistered,,,,part 3 of 3 for 1901,
,[5/6645],,1901,,,On Hand,,,,1/885 - 01/23225,
,[5/6646],,1901,,,Despatches,,,,M6386/B - M6534/B,
,[5/6647],,1901,,,Deputations,,,,,
,[5/6648],,1901,,,Unregistered,,,,part 1 of 3 for 1901,
,[5/6649],,1901,,,Unregistered,,,,part 2 of 3 for 1901,
,[5/6650],,1901,,,Minutes,,,,M20716 - M20784,
,[5/6651],,1901,,,Minutes,,,,M20785 - M20799,
,[5/6653],,1902,,1 - 255,,,,,,
,[5/6654],,1902,,256 - 500,,,,,,
,[5/6655],,1902,,501 - 1000,,,,,,
,[5/6656],,1902,,1001 - 1302,,,,,,
,[5/6657],,1902,,1303 - 1500,,,,,,
,[5/6658],,1902,,1501 - 1800,,,,,,
,[5/6659],,1902,,1801 - 2171,,,,,,
,[5/6660],,1902,,2172 - 2500,,,,,,
,[5/6661],,1902,,2501 - 2750,,,,,,
,[5/6662],,1902,,2752 - 3000,,,,,,
,[5/6663],,1902,,3001 - 3415,,,,,,
,[5/6664],,1902,,3416 - 3640,,,,,,
,[5/6665],,1902,,3641 - 4000,,,,,,
,[5/6666],,1902,,4001 - 4200,,,,,,
,[5/6667],,1902,,4201 - 4500,,,,,,
,[5/6668],,1902,,4501 - 5000,,,,,,
,[5/6669],,1902,,5001 - 5300,,,,,,
,[5/6670],,1902,,5301 - 5597,,,,,,
,[5/6671],,1902,,5598 - 6000,,,,,,
,[5/6672],,1902,,6001 - 6182,,,,,,
,[5/6673],,1902,,6183 - 6500,,,,,,
,[5/6674],,1902,,6501 - 7000,,,,,,
,[5/6675],,1902,,7001 - 7500,,,,,,
,[5/6676],,1902,,7501 - 7857,,,,,,
,[5/6677],,1902,,7858 - 8306,,,,,,
,[5/6678],,1902,,8308 - 8500,,,,,,
,[5/6679],,1902,,8501 - 9000,,,,,,
,[5/6680],,1902,,9001 - 9500,,,,,,
,[5/6681],,1902,,9501 - 10000,,,,,,
,[5/6682],,1902,,10001 - 10500,,,,,,
,[5/6683],,1902,,10501 - 11000,,,,,,
,[5/6684],,1902,,11001 – 11179,,,,,,
,[5/6685],,1902,,11180 – 11182,,,,,,
,[5/6686],,1902,,11183 – 11500,,,,,,
,[5/6687],,1902,,11501 – 12000,,,,,,
,[5/6688],,1902,,12001 – 12500,,,,,,
,[5/6689],,1902,,12501 – 12924,,,,,,
,[5/6690],,1902,,12925 – 13219,,,,,,
,[5/6691],,1902,,13220 – 13500,,,,,,
,[5/6692],,1902,,13501 – 13920,,,,,,
,[5/6693],,1902,,13921 – 14199,,,,,,
,[5/6694],,1902,,14200 – 14500,,,,,,
,[5/6695],,1902,,14501 – 14749,,,,,,
,[5/6696],,1902,,14750 – 15118,,,,,,
,[5/6697],,1902,,15119 – 15500,,,,,,
,[5/6698],,1902,,15501 – 16000,,,,,,
,[5/6699],,1902,,16001 – 16603,,,,,,
,[5/6700],,1902,,16604 – 17000,,,,,,
,[5/6701],,1902,,17001 – 17500,,,,,,
,[5/6702],,1902,,17501 – 17970,,,,,,
,[5/6703],,1902,,17971 – 18500,,,,,,
,[5/6704],,1902,,18501 – 19000,,,,,,
,[5/6705],,1902,,19001 – 19500,,,,,,
,[5/6706],,1902,,19501 – 19878,,,,,,
,[5/6707],,1902,,19879 – 20500,,,,,,
,[5/6708],,1902,,20501 – 21081,,,,,,
,[5/6709],,1902,,21082 – 21500,,,,,,
,[5/6710],,1902,,21501 – 21765,,,,,,
,[5/6711],,1902,,21766 – 22500,,,,,,
,[5/6712],,1902,,,Deputations,,,,,
,[5/6713],,1902,,,Despatches,,,,"M6464/B, M6467/B, M6531/B - M6708/B",
,[5/6714],,1902,,,Minutes,,,,M20803 - M20852,
,[5/6715],,1902,,,On Hand,,,,,
,[5/6716.1],,1902,,,Legislative Assembly,,,,,
,[5/6716.2],,1903,,1 - 118,,,,,,
,[5/6717],,1903,,119 - 500,,,,,,
,[5/6718],,1903,,501 - 1000,,,,,,
,[5/6719],,1903,,1001 - 1181,,,,,,
,[5/6720],,1903,,1182 - 1500,,,,,,
,[5/6721],,1903,,1501 - 2000,,,,,,
,[5/6722],,1903,,2001 - 2500,,,,,,
,[5/6723],,1903,,2501 - 3000,,,,,,
,[5/6724],,1903,,3001 - 3270,,,,,,
,[5/6725],,1903,,3271 - 3500,,,,,,
,[5/6726],,1903,,3501 - 3801,,,,,,
,[5/6727],,1903,,3802 - 4000,,,,,,
,[5/6728],,1903,,4001 - 4359,,,,,,
,[5/6729],,1903,,4360 - 5000,,,,,,
,[5/6730],,1903,,5001 - 5500,,,,,,
,[5/6731],,1903,,5501 - 6000,,,,,,
,[5/6732],,1903,,6001 - 6500,,,,,,
,[5/6733],,1903,,6501 - 7000,,,,,,
,[5/6734],,1903,,7001 - 7500,,,,,,
,[5/6735],,1903,,7501 - 7900,,,,,,
,[5/6736],,1903,,7901 - 8000,,,,,,
,[5/6737],,1903,,8001 - 8305,,,,,,
,[5/6738],,1903,,8306 - 8500,,,,,,
,[5/6739],,1903,,8501 - 9000,,,,,,
,[5/6740],,1903,,9001 - 9500,,,,,,
,[5/6741],,1903,,9501 - 10000,,,,,,
,[5/6742],,1903,,10001 - 10352,,,,,,
,[5/6743],,1903,,10353 - 10500,,,,,,
,[5/6744],,1903,,10503 - 11000,,,,,,
,[5/6745],,1903,,11001 - 11500,,,,,,
,[5/6746],,1903,,11501 - 12000,,,,,,
,[5/6747],,1903,,12001 - 12500,,,,,,
,[5/6748],,1903,,12501 - 13000,,,,,,
,[5/6749],,1903,,13001 - 13500,,,,,,
,[5/6750],,1903,,13501 - 14000,,,,,,
,[5/6751],,1903,,14001 - 14500,,,,,,
,[5/6752],,1903,,14501 - 15000,,,,,,
,[5/6753],,1903,,15001 - 15500,,,,,,
,[5/6754],,1903,,15501 - 16000,,,,,,
,[5/6755],,1903,,16001 - 16500,,,,,,
,[5/6756],,1903,,16501 - 17000,,,,,,
,[5/6757],,1903,,17001 - 17259,,,,,,
,[5/6758],,1903,,17260 - 17500,,,,,,
,[5/6759],,1903,,17501 - 18000,,,,,,
,[5/6760A],,1903,,18501 - 19000,,,,,,
,[5/6760B],,1903,,19001 - 19500,,,,,,
,[5/6760C],,1903,,19501 - 20000,,,,,,
,[5/6760],,1903,,18001 - 18500,,,,,,
,[5/6761],,1903,,20001 - 20500,,,,,,
,[5/6762],,1903,,20501 - 21000,,,,,,
,[5/6763],,1903,,21001 - 21500,,,,,,
,[5/6764],,1903,,21501 - 22000,,,,,,
,[5/6765],,1903,,22001 - 22242,,,,,,
,[5/6766],,1903,,22243 - 22500,,,,,,
,[5/6767],,1903,,22501 - 23000,,,,,,
,[5/6768],,1903,,,On Hand,,,,,
,[5/6769],,1903,,,Despatches,,,,M6710/B - M6846/B,
,[5/6770],,1903,,,Minutes,,,,M20853 - M20938,
,[5/6771],,1903,,,Estimates,,,,part 1 of 2 for 1903,
,[5/6772],,1903,,,Estimates,,,,part 2 of 2 for 1903,
,[5/6773],,1903,,,Legislative Assembly,,,,,
,[5/6774],,1904,,1 - 500,,,,,,
,[5/6775],,1904,,501 - 1000,,,,,,
,[5/6776],,1904,,1001 - 1500,,,,,,
,[5/6777],,1904,,1501 - 2000,,,,,,
,[5/6778],,1904,,2001 - 2500,,,,,,
,[5/6779],,1904,,2501 - 3000,,,,,,
,[5/6780],,1904,,3001 - 3500,,,,,,
,[5/6781],,1904,,3501 - 4000,,,,,,
,[5/6782],,1904,,4001 - 4500,,,,,,
,[5/6783],,1904,,4501 - 5000,,,,,,
,[5/6784],,1904,,5001 - 5500,,,,,,
,[5/6785],,1904,,5501 - 6000,,,,,,
,[5/6786],,1904,,6001 - 6261,,,,,,
,[5/6787],,1904,,6262 - 6500,,,,,,
,[5/6788],,1904,,6501 - 7000,,,,,,
,[5/6789],,1904,,7001 - 7282,,,,,,
,[5/6790],,1904,,7283 - 8000,,,,,,
,[5/6791],,1904,,8001 - 8217,,,,,,
,[5/6792],,1904,,8218 - 8500,,,,,,
,[5/6793],,1904,,8501 - 9000,,,,,,
,[5/6794],,1904,,9001 - 9500,,,,,,
,[5/6795],,1904,,9501 - 10000,,,,,,
,[5/6796],,1904,,10001 - 10500,,,,,,
,[5/6797],,1904,,10501 - 11000,,,,,,
,[5/6798],,1904,,11001 - 11500,,,,,,
,[5/6799],,1904,,11501 - 12000,,,,,,
,[5/6800],,1904,,,On Hand,,,,,
,[5/6801],,1904,,12008 - 12720,,,,,,
,[5/6802],,1904,,12730 - 13500,,,,,,
,[5/6803],,1904,,13501 - 14000,,,,,,
,[5/6804],,1904,,14001 - 14500,,,,,,
,[5/6805],,1904,,14501 - 15000,,,,,,
,[5/6806],,1904,,15001 - 15500,,,,,,
,[5/6807],,1904,,15501 - 16000,,,,,,
,[5/6808],,1904,,16001 - 16500,,,,,,
,[5/6809],,1904,,16501 - 17000,,,,,,
,[5/6810],,1904,,17001 - 17500,,,,,,
,[5/6811],,1904,,17501 - 18000,,,,,,
,[5/6812],,1904,,18001 - 18500,,,,,,
,[5/6813],,1904,,18501 - 19000,,,,,,
,[5/6814],,1904,,19001 - 19500,,,,,,
,[5/6815],,1904,,19501 - 20000,,,,,,
,[5/6816],,1904,,20001 - 20500,,,,,,
,[5/6817],,1904,,20501 - 21000,,,,,,
,[5/6818],,1904,,21001 - 21693,,,,,,
,[5/6819],,1904,,21694 - 22000,,,,,,
,[5/6820],,1904,,22001 - 22500,,,,,,
,[5/6821],,1904,,,Electoral,,,,Electoral Papers; part 1 of 2 for 1904,
,[5/6822],,1904,,,Electoral,,,,Electoral Papers; part 2 of 2 for 1904,
,[5/6823],,1904,,,Despatches,,,,M6847/B - M6904/B,
,[5/6824],,1904,,,Despatches,,,,M6905/B - M6947/B,
,[5/6825],,1904,,,Minutes,,,,M20939 - M21052,
,[5/6826],,1904,,,Unregistered,,,,,
,[5/6827],,1904,,,Legislative Assembly,,,,,
,[5/6828],,1905,,1 - 500,,,,,,
,[5/6829],,1905,,501 - 1000,,,,,,
,[5/6830],,1905,,1001 - 1500,,,,,,
,[5/6831],,1905,,1501 - 2000,,,,,,
,[5/6832],,1905,,2001 - 2500,,,,,,
,[5/6833],,1905,,2501 - 3000,,,,,,
,[5/6834],,1905,,3001 - 3267,,,,,,
,[5/6835],,1905,,3268 - 3500,,,,,,
,[5/6836],,1905,,3501 - 4000,,,,,,
,[5/6837],,1905,,4001 - 4500,,,,,,
,[5/6838],,1905,,4501 - 5000,,,,,,
,[5/6839],,1905,,5001 - 5500,,,,,,
,[5/6840],,1905,,5501 - 6000,,,,,,
,[5/6841],,1905,,6001 - 6500,,,,,,
,[5/6842],,1905,,6501 - 7000,,,,,,
,[5/6843],,1905,,7001 - 7500,,,,,,
,[5/6844],,1905,,7501 - 8000,,,,,,
,[5/6845],,1905,,8001 - 8500,,,,,,
,[5/6846],,1905,,8501 - 9000,,,,,,
,[5/6847],,1905,,9001 - 9500,,,,,,
,[5/6848],,1905,,9501 - 10000,,,,,,
,[5/6849],,1905,,10001 - 10500,,,,,,
,[5/6850],,1905,,10501 - 11000,,,,,,
,[5/6851],,1905,,11001 - 11429,,,,,,
,[5/6852],,1905,,11433 - 11672,,,,,,
,[5/6853],,1905,,11673 - 12000,,,,,,
,[5/6854],,1905,,12001 - 12500,,,,,,
,[5/6855],,1905,,12501 - 13000,,,,,,
,[5/6856],,1905,,13001 - 13500,,,,,,
,[5/6857],,1905,,13501 - 13700,,,,,,
,[5/6858],,1905,,13701 - 14000,,,,,,
,[5/6859],,1905,,14001 - 14500,,,,,,
,[5/6860],,1905,,14501 - 14839,,,,,,
,[5/6861],,1905,,14840 - 15000,,,,,,
,[5/6862],,1905,,15001 - 15500,,,,,,
,[5/6863],,1905,,15501 - 16000,,,,,,
,[5/6864],,1905,,16001 - 16500,,,,,,
,[5/6865],,1905,,16501 - 17000,,,,,,
,[5/6866],,1905,,17001 - 17500,,,,,,
,[5/6867],,1905,,17501 - 18000,,,,,,
,[5/6868],,1905,,18001 - 18500,,,,,,
,[5/6869],,1905,,18501 - 19000,,,,,,
,[5/6870],,1905,,19001 - 19500,,,,,,
,[5/6871],,1905,,19501 - 20000,,,,,,
,[5/6872],,1905,,20001 - 20500,,,,,,
,[5/6873],,1905,,20501 - 21000,,,,,,
,[5/6874],,1905,,21001 - 21500,,,,,,
,[5/6875],,1905,,,Deputations,,,,to Chief Secretary (unregistered),
,[5/6876],,1905,,,Despatches,,,,"M6949/B, M6954/B",
,[5/6877],,1905,,,Estimates,,,,,
,[5/6878],,1905,,,On Hand,,,,,
,[5/6879],,1905,,,Oaths of Justices of the Peace,,,,,
,[5/6880],,1905,,,Legislative Assembly,,,,,
,[5/6881],,1905,,,Unregistered,,,,,
,[5/6882],,1905,,,Minutes,,,,M21061 - M21099,
,[5/6883],,1905,,,Minutes,,,,M21105 - M21230,
,[5/6884],,1906,,1 - 500,,,,,,
,[5/6885],,1906,,501 - 733,,,,,,
,[5/6886],,1906,,734 - 1500,,,,,,
,[5/6887],,1906,,1501 - 1920,,,,,,
,[5/6888],,1906,,1921 - 2500,,,,,,
,[5/6889],,1906,,2501 - 3000,,,,,,
,[5/6890],,1906,,3001 - 3500,,,,,,
,[5/6891],,1906,,3501 - 3861,,,,,,
,[5/6892],,1906,,3862 - 4000,,,,,,
,[5/6893],,1906,,4001 - 4500,,,,,,
,[5/6894],,1906,,4501 - 5000,,,,,,
,[5/6895],,1906,,5001 - 5500,,,,,,
,[5/6896],,1906,,5501 - 6000,,,,,,
,[5/6897],,1906,,6001 - 6500,,,,,,
,[5/6898],,1906,,6501 - 7000,,,,,,
,[5/6899],,1906,,7001 - 7026,,,,,,
,[5/6900],,1906,,7027 - 7500,,,,,,
,[5/6901],,1906,,7501 - 8000,,,,,,
,[5/6902],,1906,,8001 - 8500,,,,,,
,[5/6903],,1906,,8501 - 9000,,,,,,
,[5/6904],,1906,,9001 - 9500,,,,,,
,[5/6905],,1906,,9501 - 9726,,,,,,
,[5/6906],,1906,,9727 - 10000,,,,,,
,[5/6907],,1906,,10001 - 10500,,,,,,
,[5/6908],,1906,,10501 - 11000,,,,,,
,[5/6909],,1906,,11001 - 11500,,,,,,
,[5/6910],,1906,,11501 - 12000,,,,,,
,[5/6911],,1906,,12001 - 12500,,,,,,
,[5/6912],,1906,,12501 - 13000,,,,,,
,[5/6913],,1906,,13001 - 13136,,,,,,
,[5/6914],,1906,,13137 - 13500,,,,,,
,[5/6915],,1906,,13501 - 14000,,,,,,
,[5/6916],,1906,,14001 - 14500,,,,,,
,[5/6917],,1906,,14501 - 15000,,,,,,
,[5/6918],,1906,,15001 - 15500,,,,,,
,[5/6919],,1906,,15501 - 16000,,,,,,
,[5/6920],,1906,,16001 - 16207,,,,,,
,[5/6921],,1906,,16208 - 16500,,,,,,
,[5/6922],,1906,,16501 - 17000,,,,,,
,[5/6923],,1906,,17001 - 17500,,,,,,
,[5/6924],,1906,,17501 - 18000,,,,,,
,[5/6925],,1906,,18001 - 18500,,,,,,
,[5/6926],,1906,,18501 - 19000,,,,,,
,[5/6927],,1906,,19001 - 19500,,,,,,
,[5/6928],,1906,,19501 - 20000,,,,,,
,[5/6929],,1906,,20001 - 20500,,,,,,
,[5/6930],,1906,,20501 - 21000,,,,,,
,[5/6931],,1906,,21001 - 21500,,,,,,
,[5/6932],,1906,,21501 - 22000,,,,,,
,[5/6933],,1906,,22001 - 22500,,,,,,
,[5/6934],,1906,,22501 - 23000,,,,,,
,[5/6935],,1906,,23001 - 23500,,,,,,
,[5/6936],,1906,,23501 - 24000,,,,,,
,[5/6937],,1906,,,Legislative Assembly,,,,,
,[5/6938],,1906,,,Estimates,,,,part 1 of 2 for 1906,
,[5/6939],,1906,,,Estimates,,,,part 2 of 2 for 1906,
,[5/6940],,1906,,,Minutes,,,,M21238 - M21440,
,[5/6941],,1906,,,Unregistered,,,,,
,[5/6942],,1906,,,Legislative Council,,,,,
,[5/6943],,1906,,,On Hand,,,,,
,[5/6944],,1907,,1 - 1000,,,,,,
,[5/6945],,1907,,1001 - 2000,,,,,,
,[5/6946],,1907,,2001 - 2500,,,,,,
,[5/6947],,1907,,2501 - 4000,,,,,,
,[5/6948],,1907,,4001 - 7000,,,,,,
,[5/6949],,1907,,7001 - 7700,,,,,,
,[5/6950],,1907,,7701 - 8000,,,,,,
,[5/6951],,1907,,8001 - 8588,,,,,,
,[5/6952],,1907,,8589 - 9610,,,,,,
,[5/6953],,1907,,9611 - 9800,,,,,,
,[5/6954],,1907,,9801 - 10000,,,,,,
,[5/6955],,1907,,10001 - 10416,,,,,,
,[5/6956],,1907,,10417 - 11000,,,,,,
,[5/6957],,1907,,11001 - 13000,,,,,,
,[5/6958],,1907,,13001 - 14000,,,,,,
,[5/6959],,1907,,14001 - 14726,,,,,,
,[5/6960],,1907,,14727 - 15500,,,,,,
,[5/6961],,1907,,15501 - 17000,,,,,,
,[5/6962],,1907,,17001 - 18000,,,,,,
,[5/6963],,1907,,18001 - 19000,,,,,,
,[5/6964],,1907,,19001 - 20000,,,,,,
,[5/6965],,1907,,20001 - 21000,,,,,,
,[5/6966],,1907,,21001 - 22000,,,,,,
,[5/6967],,1907,,22001 - 22500,,,,,,
,[5/6968],,1907,,22501 - 23000,,,,,,
,[5/6969],,1907,,23001 - 23380,,,,,,
,[5/6970],,1907,,23381 - 24000,,,,,,
,[5/6971],,1907,,24001 - 25500,,,,,,
,[5/6972],,1907,,25501 - 25908,,,,,,
,[5/6973],,1907,,25909 - 26000,,,,,,
,[5/6974],,1907,,26001 - 27000,,,,,,
,[5/6975],,1907,,27001 - 27500,,,,,,
,[5/6976],,1907,,27501 - 27789,,,,,,
,[5/6977],,1907,,27790 - 28000,,,,,,
,[5/6978],,1907,,28001 - 29000,,,,,,
,[5/6979],,1907,,29001 - 29464,,,,,,
,[5/6980],,1907,,29465 - 30000,,,,,,
,[5/6981],,1907,,30001 - 30400,,,,,,
,[5/6982],,1907,,30401 - 32127,,,,,,
,[5/6983],,1907,,32128 - 33500,,,,,,
,[5/6984],,1907,,33501 - 36000,,,,,,
,[5/6985],,1907,,36001 - 41500,,,,,,
,[5/6986],,1907,,,Receipts for Writs,,,,,
,[5/6987],,1907,,,Estimates,,,,,
,[5/6988],,1907,,,Minutes,,,,M21441 - M21573,
,[5/6989],,1907,,,Minutes,,,,M21574 - M21588,
,[5/6990],,1908,,1 - 1400,,,,,,
,[5/6991],,1908,,1401 - 2000,,,,,,
,[5/6992],,1908,,2001 - 4000,,,,,,
,[5/6993],,1908,,4001 - 7350,,,,,,
,[5/6994],,1908,,7351 - 8500,,,,,,
,[5/6995],,1908,,8501 - 8938,,,,,,
,[5/6996],,1908,,8939 - 9500,,,,,,
,[5/6997],,1908,,9501 - 12000,,,,,,
,[5/6998],,1908,,12001 - 13000,,,,,,
,[5/6999],,1908,,13001 - 14000,,,,,,
,[5/7000],,1908,,14001 - 15000,,,,,,
,[5/7001],,1908,,15001 - 15198,,,,,,
,[5/7002],,1908,,15199 - 15500,,,,,,
,[5/7003],,1908,,15501 - 15991,,,,,,
,[5/7004],,1908,,15992 - 17000,,,,,,
,[5/7005],,1908,,17001 - 20000,,,,,,
,[5/7006],,1908,,20001 - 21500,,,,,,
,[5/7007],,1908,,21501 - 22000,,,,,,
,[5/7008],,1908,,22001 - 23000,,,,,,
,[5/7009],,1908,,23001 - 23800,,,,,,
,[5/7010],,1908,,23801 - 24000,,,,,,
,[5/7011],,1908,,24001 - 27000,,,,,,
,[5/7012],,1908,,27001 - 27126,,,,,,
,[5/7013],,1908,,27127 - 28080,,,,,,
,[5/7014],,1908,,28081 - 30987,,,,,,
,[5/7015],,1908,,31001 - 32000,,,,,,
,[5/7016],,1908,,32001 - 32889,,,,,,
,[5/7017],,1908,,32890 - 33150,,,,,,
,[5/7018],,1908,,33151 - 33381,,,,,,
,[5/7019],,1908,,33382 - 33500,,,,,,
,[5/7020],,1908,,33501 - 34000,,,,,,
,[5/7021],,1908,,34001 - 34115,,,,,,
,[5/7022],,1908,,34116 - 34250,,,,,,
,[5/7023],,1908,,34251 - 34264,,,,,,
,[5/7024],,1908,,34265 - 34543,,,,,,
,[5/7025],,1908,,34546 - 34682,,,,,,
,[5/7026],,1908,,34683 - 35000,,,,,,
,[5/7027],,1908,,35001 - 38000,,,,,,
,[5/7028.1],,1908,,,Minutes,,,,1908-09; M21593 - M21664,
,[5/7028.2],,1908,,,Magistrates,,,,errors in printing of names of and taking of oaths,
,[5/7029.4],,1869,,,Minute papers,,,,"for the Executive Council, ExCo 69/415 - 1382",
,[5/7030],,1909,,1 - 1200,,,,,,
,[5/7031],,1909,,1201 - 1600,,,,,,
,[5/7032],,1909,,1601 - 2000,,,,,,
,[5/7033],,1909,,2001 - 4500,,,,,,
,[5/7034],,1909,,4501 - 5330,,,,,,
,[5/7035],,1909,,5331 - 8400,,,,,,
,[5/7036],,1909,,8401 - 9000,,,,,,
,[5/7037],,1909,,9001 - 9204,,,,,,
,[5/7038],,1909,,9205 - 10000,,,,,,
,[5/7039],,1909,,10001 - 10500,,,,,,
,[5/7040],,1909,,10501 - 11000,,,,,,
,[5/7041],,1909,,11019 - 11482,,,,,,
,[5/7042],,1909,,11483 - 12600,,,,,,
,[5/7043],,1909,,12601 - 13100,,,,,,
,[5/7044],,1909,,13101 - 13500,,,,,,
,[5/7045],,1909,,13501 - 14000,,,,,,
,[5/7046],,1909,,14001 - 14500,,,,,,
,[5/7047],,1909,,14501 - 15000,,,,,,
,[5/7048],,1909,,15001 - 15550,,,,,,
,[5/7049],,1909,,15551 - 16300,,,,,,
,[5/7050],,1909,,16301 - 17000,,,,,,
,[5/7051],,1909,,17001 - 20000,,,,,,
,[5/7052],,1909,,20001 - 22000,,,,,,
,[5/7053],,1909,,22001 - 22500,,,,,,
,[5/7054],,1909,,22501 - 23000,,,,,,
,[5/7055],,1909,,23001 - 23500,,,,,,
,[5/7056],,1909,,23501 - 26000,,,,,,
,[5/7057],,1909,,26001 - 27300,,,,,,
,[5/7058],,1909,,27301 - 29000,,,,,,
,[5/7059],,1909,,29001 - 29420,,,,,,
,[5/7060],,1909,,29421 - 30000,,,,,,
,[5/7061],,1909,,30001 - 31253,,,,,,
,[5/7062],,1909,,31263 - 33000,,,,,,
,[5/7063],,1909,,33001 - 33537,,,,,,
,[5/7064],,1909,,33538 - 34750,,,,,,
,[5/7065],,1909,,34751 - 35404,,,,,,
,[5/7066],,1909,,35405 - 37372,,,,,,
,[5/7067],,1909,,37373 - 38647,,,,,,
,[5/7068],,1909,,38648 - 39800,,,,,,
,[5/7069],,1909,,39801 - 40000,,,,,,
,[5/7070],,1909,,40001 - 45000,,,,,,
,[5/7071],,1909,,,Estimates,,,,,
,[5/7072.1],,1909,,,Legislative Assembly,,,,in bundle 'Legislative Council and Assembly',
,[5/7072.1],,1909,,,Legislative Council,,,,in bundle 'Legislative Council and Assembly',
,[5/7072.2],,1909,,,Despatches,,,,M6965/B - M6974/B,
,[5/7073],,1910,,1 - 706,,,,,,
,[5/7074],,1910,,707 - 1514,,,,,,
,[5/7075],,1910,,1515 - 2000,,,,,,
,[5/7076],,1910,,2001 - 5200,,,,,,
,[5/7078],,1910,,5241 - 6790,,,,,,
,[5/7079],,1910,,6791 - 10788,,,,,,
,[5/7080],,1910,,10801 - 11000,,,,,,
