Date,Surname,FirstName,Station,Description,Citation,Remarks
December 1839,Wedge,,Wedges,Itineraries of  Henry Fysche Gisborne 30 Aug - 26 Dec 1839 Geelong and Lines of Road To Portland Bay,NRS 905 [4/10803.3]; Page 2 back of,Superintendent:  Wedge.
1842,Wedge,& Co,Nil,Frederick Armand Powlett Commissioner of Crown Lands Western Port Counties Bourke Called Western Port,"NRS 906 [X817]; Reel 2748-2749, Page 61",Superintendent: & Co Wedge.
1846,Wedge,Richard,Winby,January 1846 Half Yearly Return of Population and Livestock district of Portland Bay situated adjoining county of Grant & Normanby and bounded on the north by Western Port District on the east by the Sea Coast on the south by the Glenelg river and the sea,"NRS 1391 [X691]; Reel 2756, Page 12a",Superintendent: Richard Wedge.
1844,Wedge,Richard,Weriaby,Half Yearly Returns of Livestock and Population in the District of Portland Bay July 1844,"NRS 1391 [X690]; Reel 2756, Page 42",Superintendent: R Wedge.
1844,Wedge,Richard,Weriaby,Forster Fyans Half Yearly Return January 1845 District of Portland Bay Adjacent to the county of Grant and Normanby and bounded int he north by Western Port District by the East by the Sea coast on the south by Glen Elf River and Sea Coast on the West by,"NRS 1391 [X690]; Reel 2756, Page 54",
1 July 1845,Wedge,Richard,Neralee,"Half Yearly Return of Population and Live Stock in the District of Portland Bay adjacent to the County of Grant & Normanby and bounded on the West by Unknown Country on the east by the Sea Coast , on the South by Glenelg River and Sea Coast and on the Nor","NRS 906 [X814]; Reel 2748-2749, Page 48",Superintendent: Richard Wedge.
1844,Welch,,Ford,Foster Fyans Portland Bay April 1844,"NRS 1391 [X690]; Reel 2756, Page 16",Superintendent:  Public House.
1 July 1842,Welch,C W,Mount Emu,Western Port District Bounded on the North by Western Port District by  the East by Sea Coast on the South by Glenelg River and on the West by Portland Bay,"NRS 906 [X814]; Reel 2748-2749, Page 24",Superintendent: C Glendenning.
September 1839,Wellington & McGan,,Murringo,Commissioners of Crown Lands Itinerary Dalhunty and Fry County of King and Murray,"NRS 906 [X813]; Reel 2748-2749, Page 5",Superintendent: R J Shelley.
December 20 1841,Welman,J,Ralangan,Edgar Beckham County of King Binalong Dec 20 1841,"NRS 906 [X811]; Reel 2748-2749, Page 2",Superintendent: J Welman.
8 April 1844,Welman,John,Barwang,Lachlan Dstirct from 1 March 1847-1 March 1848 County of King Edgar Beckham esq,"NRS 906 [X811]; Reel 2748-2749, Page 62",Superintendent: John Welman.
8 April 1844,Welman,John,Barwang,County King 1 March 1845 - 28 February 1846 Edgar Beckham Esq,"NRS 906 [X811]; Reel 2748-2749, Page 26",Superintendent: John Welman.
8 April 1844,Welsh,John,Noka,County King 1 March 1845 - 28 February 1846 Edgar Beckham Esq,"NRS 906 [X811]; Reel 2748-2749, Page 34",Superintendent: John Welsh.
1844,Welsh,Patrick,Fairy Creek,Half Yearly Returns of Livestock and Population in the District of Portland Bay July 1844,"NRS 1391 [X690]; Reel 2756, Page 43",Superintendent:  Publican.
January 1844,Welsh,Patrick,Fairy Creek,Half Yearly Returns of Livestock and Population in the District of  Portland Bay January 1844,"NRS 1391 [X690]; Reel 2756, Page 10",Superintendent:  Publican.
1844,Welsh,Patrick,Firey Creek,Forster Fyans Half Yearly Return January 1845 District of Portland Bay Adjacent to the county of Grant and Normanby and bounded int he north by Western Port District by the East by the Sea coast on the south by Glen Elf River and Sea Coast on the West by,"NRS 1391 [X690]; Reel 2756, Page 54",Superintendent:  Publican.
1840,Wentworth,G,Tommonbilly,Commissioners of Crown Lands Itinerary Dalhunty and Fry County of King and Murray,"NRS 906 [X813]; Reel 2748-2749, Page 19",Superintendent: Robert Purvis.
September 1839,Wentworth,George,Tommonbilly,Commissioners of Crown Lands Itinerary Dalhunty and Fry County of King and Murray,"NRS 906 [X813]; Reel 2748-2749, Page 4",Superintendent: Robert Purvis.
8 April 1844,Wentworth,George,Paddy Plains,Lachlan Dstirct from 1 March 1847-1 March 1848 County of King Edgar Beckham esq,"NRS 906 [X811]; Reel 2748-2749, Page 43",Superintendent: Evan Evans.
January 1840,Wentworth,George,Wedden,King & Murray Borowa River Left Banks of Lachlan River Half Yearly Return of Pupulation and Live Stock,"NRS 906 [X813]; Reel 2748-2749, Page 26",Superintendent: Robert Perves.
8 April 1844,Wentworth,Major,Paddys Plains,Lachlan Dstirct from 1 March 1847-1 March 1848 County of King Edgar Beckham esq,"NRS 906 [X811]; Reel 2748-2749, Page 65",Superintendent: George Wentworth.
1844,Wentworth,W C,Colleenburawing,William Henry Wright Bathurst and Wellington,"NRS 906 [X818]; Reel 2748-2749, Page 69",Superintendent: W C Wentworth.
1847,Wentworth,W C,Gangah,Henry Bingham Esq County of Murray,"NRS 906 [X812]; Reel 2748-2749, Page 52",Superintendent: A Morris.
1847,Wentworth,W C,Kretah,Henry Bingham Esq County of Murray,"NRS 906 [X812]; Reel 2748-2749, Page 52",Superintendent: A Morris.
1847,Wentworth,W C,Jala,Henry Bingham Esq County of Murray,"NRS 906 [X812]; Reel 2748-2749, Page 52",Superintendent: A Morris.
1845,Wentworth,W C,Naramine,William Henry Wright Bathurst and Wellington,"NRS 906 [X818]; Reel 2748-2749, Page 70",Superintendent:  Nil.
1843,Wentworth,W C,Narramine,William Henry Wright Bathurst and Wellington,"NRS 906 [X818]; Reel 2748-2749, Page 57",Superintendent: A Wiggings.
1844,Wentworth,W C,Narramine,William Henry Wright Bathurst and Wellington,"NRS 906 [X818]; Reel 2748-2749, Page 64",Superintendent:  McMahon.
1845,Wentworth,W C,Naramine,William Henry Wright Bathurst and Wellington,"NRS 906 [X818]; Reel 2748-2749, Page 73",Superintendent: T Macmahon.
1844,Wentworth,W C,Care Station,William Henry Wright Bathurst and Wellington,"NRS 906 [X818]; Reel 2748-2749, Page 67",Superintendent: J Miller.
1845,Wentworth,W C,Boree Cabonne,William Henry Wright Bathurst and Wellington,"NRS 906 [X818]; Reel 2748-2749, Page 71",Superintendent: J Millar.
1844,Wentworth,W C,Boree Corbon,William Henry Wright Bathurst and Wellington,"NRS 906 [X818]; Reel 2748-2749, Page 67",Superintendent: J Miller.
1843,Wentworth,W C,Boree Coborn,William Henry Wright Bathurst and Wellington,"NRS 906 [X818]; Reel 2748-2749, Page 53",Superintendent: J Miller.
1847,Wentworth,W C,Nanamine,Wellington & Bathurst,"NRS 906 [X817]; Reel 2748-2749, Page 8",Superintendent:  McMahon.
1841,Wentworth,William,Germinigal,Edgar Beckham County of King Binalong Dec 20 1841,"NRS 906 [X811]; Reel 2748-2749, Page 1",Superintendent: J Evans.
1839,Wentworth & Raine,,Boree,Lawrence Vance Dalhunty Bathurst and Wellington,"NRS 906 [X813]; Reel 2748-2749, Page 27",Superintendent: T Raine.
1843,West,,Mirrenabba,William Henry Wright Bathurst and Wellington,"NRS 906 [X818]; Reel 2748-2749, Page 60",Superintendent:  West.
1844,West,Frank,Adelong,Henry Bingham Esq County of Murray,"NRS 906 [X812]; Reel 2748-2749, Page 27",Superintendent: F West.
10 September 1839,West,Frank,Adelong,Henry Bingham Esq County of Murray,"NRS 906 [X812]; Reel 2748-2749, Page 18",Superintendent: Frank West.
1844,West,G,,Henry Bingham Esq County of Murray,"NRS 906 [X812]; Reel 2748-2749, Page 31",Superintendent: G West.
1841,West,G,Woollawoolla,Edgar Beckham County of King Binalong Dec 20 1841,"NRS 906 [X811]; Reel 2748-2749, Page 1",Superintendent: G Ausloro.
8 April 1844,West,James,Wallendra,County King 1 March 1845 - 28 February 1846 Edgar Beckham Esq,"NRS 906 [X811]; Reel 2748-2749, Page 31",Superintendent: James West.
8 April 1844,West,James,Wilhundra,Lachlan Dstirct from 1 March 1847-1 March 1848 County of King Edgar Beckham esq,"NRS 906 [X811]; Reel 2748-2749, Page 48",Superintendent: James West.
8 April 1844,West,James,Willundra,Lachlan Dstirct from 1 March 1847-1 March 1848 County of King Edgar Beckham esq,"NRS 906 [X811]; Reel 2748-2749, Page 49",Superintendent: James West.
January 1840,West,James,Wallawoola,King & Murray Borowa River Left Banks of Lachlan River Half Yearly Return of Pupulation and Live Stock,"NRS 906 [X813]; Reel 2748-2749, Page 26",Superintendent: James Donovan.
22 May 1844,West,James,Bundaburra,Bordin Police Office Lachlan District County of King,"NRS 906 [X811]; Reel 2748-2749, Page 4",Superintendent: J West.
1840,West,John,Walla Walla,Commissioners of Crown Lands Itinerary Dalhunty and Fry County of King and Murray,"NRS 906 [X813]; Reel 2748-2749, Page 19",Superintendent: James Martin.
8 April 1844,West,Joseph,Nargabba,Edgar Beckham County King Lachlan District,"NRS 906 [X811]; Reel 2748-2749, Page 14",Superintendent: John Stanford.
8 April 1844,West,Joseph,Merriummingah,Lachlan Dstirct from 1 March 1847-1 March 1848 County of King Edgar Beckham esq,"NRS 906 [X811]; Reel 2748-2749, Page 47",Superintendent: Joseph West.
8 April 1844,West,Joseph,Losalla,Lachlan Dstirct from 1 March 1847-1 March 1848 County of King Edgar Beckham esq,"NRS 906 [X811]; Reel 2748-2749, Page 47",Superintendent: Joseph West.
8 April 1844,West,Joseph,Corella,County King 1 March 1845 - 28 February 1846 Edgar Beckham Esq,"NRS 906 [X811]; Reel 2748-2749, Page 31",Superintendent: James Smith.
8 April 1844,West,Joseph,Wallendra,County King 1 March 1845 - 28 February 1846 Edgar Beckham Esq,"NRS 906 [X811]; Reel 2748-2749, Page 31",Superintendent: James Smith.
8 April 1844,West,Major,Goolooroo,County King 1 March 1845 - 28 February 1846 Edgar Beckham Esq,"NRS 906 [X811]; Reel 2748-2749, Page 31",Superintendent: James West.
8 April 1844,West,Major,Gunnwall,Lachlan Dstirct from 1 March 1847-1 March 1848 County of King Edgar Beckham esq,"NRS 906 [X811]; Reel 2748-2749, Page 48",Superintendent: JAmes West.
8 April 1844,West,William,Balabola,Lachlan Dstirct from 1 March 1847-1 March 1848 County of King Edgar Beckham esq,"NRS 906 [X811]; Reel 2748-2749, Page 55",Superintendent: William West.
1844,Westby,Edward,Hyde Park,Half Yearly Returns of Livestock and Population in the District of Portland Bay July 1844,"NRS 1391 [X690]; Reel 2756, Page 43",Superintendent: Mervyn Archdale.
January 1844,Westby,Edward,Hyde Park,Half Yearly Returns of Livestock and Population in the District of  Portland Bay January 1844,"NRS 1391 [X690]; Reel 2756, Page 10",Superintendent:  Archdale.
1844,Weston,,,Henry Bingham Esq County of Murray,"NRS 906 [X812]; Reel 2748-2749, Page 29",Superintendent:  Weston.
1847,Weston,T,Coolobarbyn,Graham D Hunter Counties of Bligh Brisbane and Wellington,"NRS 906 [X814]; Reel 2748-2749, Page 65",Superintendent: T Weston.
22 May 1844,Westworth,Major,Paddy Plains,Bordin Police Office Lachlan District County of King,"NRS 906 [X811]; Reel 2748-2749, Page 7",Superintendent: J Barnett.
1839,Whalley,John,Tindery,John Lambie Counties of St Vincent and Murray,"NRS 906 [X815]; Reel 2748-2749, Page 13",Superintendent: Peter Thomson.
1842,Wheeler,,Tempe Vale,Henry Wilson Hutchinson Smythe Bourke,"NRS 906 [X818]; Reel 2748-2749, Page 13",Superintendent:  Wheeler.
1842,Wheeler,,Tempe Vale,Henry Wilson Hutchinson Smythe Bourke,"NRS 906 [X818]; Reel 2748-2749, Page 17",Superintendent:  Wheeler.
1846,Whelan,Patrick,Pampoola,John Lambie Murray and St Vincent July 1840,"NRS 906 [X815]; Reel 2748-2749, Page 36",Superintendent: Patrick Whelan.
1847,Whisky,Messrs,Billybong,Henry Bingham Esq County of Murray,"NRS 906 [X812]; Reel 2748-2749, Page 47",Superintendent: Messrs Whisky.
1844,Whitby,Messrs,,Henry Bingham Esq County of Murray,"NRS 906 [X812]; Reel 2748-2749, Page 33",Superintendent: J C Whitby.
1842,White,H J,Ponkeen Creek,Henry Wilson Hutchinson Smythe Bourke,"NRS 906 [X818]; Reel 2748-2749, Page 21",Superintendent: H J White.
22 May 1844,White,J,James White,Bordin Police Office Lachlan District County of King,"NRS 906 [X811]; Reel 2748-2749, Page 4",Superintendent: James White.
1 July 1842,White,J & C,Karoit Creek,Western Port District Bounded on the North by Western Port District by  the East by Sea Coast on the South by Glenelg River and on the West by Portland Bay,"NRS 906 [X814]; Reel 2748-2749, Page 24",Superintendent: J White.
1 July 1845,White,James,The Old Stockyard,"Half Yearly Return of Population and Live Stock in the District of Portland Bay adjacent to the County of Grant & Normanby and bounded on the West by Unknown Country on the east by the Sea Coast , on the South by Glenelg River and Sea Coast and on the Nor","NRS 906 [X814]; Reel 2748-2749, Page 48",Superintendent: William Buckley.
8 April 1844,White,James,Poraberrina,County King 1 March 1845 - 28 February 1846 Edgar Beckham Esq,"NRS 906 [X811]; Reel 2748-2749, Page 34",Superintendent: James White.
1846,White,James,The Old Stoney Creek,January 1846 Half Yearly Return of Population and Livestock district of Portland Bay situated adjoining county of Grant & Normanby and bounded on the north by Western Port District on the east by the Sea Coast on the south by the Glenelg river and the sea,"NRS 1391 [X691]; Reel 2756, Page 12a",Superintendent: W Buckley.
8 April 1844,White,James,Coraberriemas,Lachlan Dstirct from 1 March 1847-1 March 1848 County of King Edgar Beckham esq,"NRS 906 [X811]; Reel 2748-2749, Page 79",Superintendent: James White.
8 April 1844,White,James,Burrangong,Lachlan Dstirct from 1 March 1847-1 March 1848 County of King Edgar Beckham esq,"NRS 906 [X811]; Reel 2748-2749, Page 67",Superintendent: James White.
January 1844,White,James,Stockyard Run,Half Yearly Returns of Livestock and Population in the District of  Portland Bay January 1844,"NRS 1391 [X690]; Reel 2756, Page 10",Superintendent: James White.
January 1840,White,James,Bonongong,King & Murray Borowa River Left Banks of Lachlan River Half Yearly Return of Pupulation and Live Stock,"NRS 906 [X813]; Reel 2748-2749, Page 25",Superintendent: J White.
8 April 1844,White,James,Spring Creek,Lachlan Dstirct from 1 March 1847-1 March 1848 County of King Edgar Beckham esq,"NRS 906 [X811]; Reel 2748-2749, Page 56",Superintendent: James White.
8 April 1844,White,James,Spring Creek,Lachlan Dstirct from 1 March 1847-1 March 1848 County of King Edgar Beckham esq,"NRS 906 [X811]; Reel 2748-2749, Page 62",Superintendent: James White.
8 April 1844,White,James,Burrewagong,Lachlan Dstirct from 1 March 1847-1 March 1848 County of King Edgar Beckham esq,"NRS 906 [X811]; Reel 2748-2749, Page 56",Superintendent: James White.
8 April 1844,White,James,Coraberriemas,Lachlan Dstirct from 1 March 1847-1 March 1848 County of King Edgar Beckham esq,"NRS 906 [X811]; Reel 2748-2749, Page 56",Superintendent: James White.
1845,White,James,Stokyard,Half Yearly Returns of Livestock and Population in the District of Portland Bay July 1844,"NRS 1391 [X690]; Reel 2756, Page 53",Superintendent: William Buckley.
1844,White,James,Stockyard,Half Yearly Returns of Livestock and Population in the District of Portland Bay July 1844,"NRS 1391 [X690]; Reel 2756, Page 42",Superintendent: William Buckley.
8 April 1844,White,James,Buringong,County King 1 March 1845 - 28 February 1846 Edgar Beckham Esq,"NRS 906 [X811]; Reel 2748-2749, Page 26",Superintendent: James White.
8 April 1844,White,James,Spring Creek,County King 1 March 1845 - 28 February 1846 Edgar Beckham Esq,"NRS 906 [X811]; Reel 2748-2749, Page 26",Superintendent: James White.
September 1839,White,James,Borengong,Commissioners of Crown Lands Itinerary Dalhunty and Fry County of King and Murray,"NRS 906 [X813]; Reel 2748-2749, Page 1",Superintendent: James White.
8 April 1844,White,James,Burrangong,Edgar Beckham County King Lachlan District,"NRS 906 [X811]; Reel 2748-2749, Page 18",Superintendent: James White.
1844,White,Messrs,Bryants Creek,Forster Fyans Normanby October 1844,"NRS 1391 [X690]; Reel 2756, Page 27",Superintendent: Messrs White.
1841,White,R,Woollawoolla,Edgar Beckham County of King Binalong Dec 20 1841,"NRS 906 [X811]; Reel 2748-2749, Page 1",Superintendent: R White.
22 May 1844,White,Robert,Wongegong,Bordin Police Office Lachlan District County of King,"NRS 906 [X811]; Reel 2748-2749, Page 4",Superintendent: J Goodwin.
8 April 1844,White,Robert,Woowingaingong,Lachlan Dstirct from 1 March 1847-1 March 1848 County of King Edgar Beckham esq,"NRS 906 [X811]; Reel 2748-2749, Page 77",Superintendent: James Goodwin.
September 1839,White,Robert,Mowengerigong,Commissioners of Crown Lands Itinerary Dalhunty and Fry County of King and Murray,"NRS 906 [X813]; Reel 2748-2749, Page 4",Superintendent: R White.
January 1840,White,Robert,Merrangong?,King & Murray Borowa River Left Banks of Lachlan River Half Yearly Return of Pupulation and Live Stock,"NRS 906 [X813]; Reel 2748-2749, Page 25",Superintendent: R White.
8 April 1844,White,Robert,Woningeragong,Edgar Beckham County King Lachlan District,"NRS 906 [X811]; Reel 2748-2749, Page 12",Superintendent: James Goodwin.
1840,White,Robert,Wowingugong,Commissioners of Crown Lands Itinerary Dalhunty and Fry County of King and Murray,"NRS 906 [X813]; Reel 2748-2749, Page 19",Superintendent: R White.
8 April 1844,White,Robert,Woowingegong,County King 1 March 1845 - 28 February 1846 Edgar Beckham Esq,"NRS 906 [X811]; Reel 2748-2749, Page 29",Superintendent: Robert White.
8 April 1844,White,Robert,Woowingegong,Lachlan Dstirct from 1 March 1847-1 March 1848 County of King Edgar Beckham esq,"NRS 906 [X811]; Reel 2748-2749, Page 45",Superintendent: James Goodwin.
8 April 1844,White,Stephen,Spring Flat,Edgar Beckham County King Lachlan District,"NRS 906 [X811]; Reel 2748-2749, Page 18",Superintendent: Stephen White.
