,SURNAME,FIRSTNAME,RESIDENCE,DISTRICT,SITUATION,DATE OF LICENCE,LICENCE,COPY,ITEM,REMARKS,SERIES,
,WATSON,Sydney G,Mannus,Murrumbidgee,Mannus,24/07/1843,0055,5075,[4/101],,NRS 14363,
,WATSON,Sydney Granderson,Mannus,Murrumbidgee,Mannus,01/08/1842,0195,5073,[4/98],,NRS 14363,
,WATSON,Sydney Grandison,Mannus,Murrumbidgee,Mannus,23/10/1841,0561,5072,[4/97],,NRS 14363,
,WATT,Ann Angus,Glenrock,Macquarie,McLeay River,10/07/1839,0104,5068,[4/92],,NRS 14363,
,WATT,Ann Angus,Port Macquarie,Glenrock Plains,Northern,02/04/1838,0069,5067,[4/91],"Other names mentioned: HOWE, H (Mr)",NRS 14363,
,WATT,Anne Angus,Port Macquarie,Northern,Glenrock Plains,11/03/1837,0285,5067,[4/91],,NRS 14363,
,WATT,R B,Wangoola,Bathurst,Western,14/01/1837,0137,GvtG,,(Superintendant of Estate of late Dr W Redfern),NRS 14363,
,WATT,W R,Molyan,Lachlan,Belubulla,04/09/1839,0341,5068,[4/92],,NRS 14363,
,WATT,W R,Wangoola,Lachlan,Wallawalla,08/09/1842,0361,5073,[4/98],,NRS 14363,
,WATT,W R,Wangoola,Lachlan,Wallawalla,24/09/1840,0381,5070,[4/94],,NRS 14363,
,WATT,W R,Wangoola,Lachlan,Wallawalla,11/08/1841,0282,5072,[4/97],,NRS 14363,
,WATT,William,-,Lachlan,Bumbaldry,22/09/1845,0377,5079,[4/105],,NRS 14363,
,WATT,William,-,Lachlan,Walla Walla,22/09/1845,0378,5079,[4/105],,NRS 14363,
,WATT,William Redfern,Hartley,Lachlan,Wallawalla,07/08/1843,0091,5075,[4/101],,NRS 14363,
,WATTS,William R,Wallawalla,Lachlan,Wallawalla,10/09/1844,0269,5077,[4/103],,NRS 14363,
,WAUCHOPE,(Messrs),-,New England,Moredan,30/08/1843,0178,5075,[4/101],and RIDDELL,NRS 14363,
,WAUCHOPE,(Messrs),-,New England,Moredum?/Moredrun?,30/09/1845,0698,5080,[4/107],and RIDDELL,NRS 14363,
,WAUCHOPE,(Messrs),-,New England,Moredun,27/09/1842,0489,5074,[4/99],and RIDDELL,NRS 14363,
,WAUCHOPE,-,-,New England,Moredun,28/09/1844,0500,5078,[4/102],and RIDDELL,NRS 14363,
,WEBB,-,Tumut River,Murrumbidgee,Bogoaledgaa,30/09/1842,0586,5074,[4/99],and COOK,NRS 14363,
,WEBB,Gabbott,-,Murrumbidgee,Gilmore (Head of),26/09/1845,0510,5080,[4/107],or Gobbal,NRS 14363,
,WEBB,Gabbott,-,Murrumbidgee,Gilmore River (Head of),28/09/1844,0485,5078,[4/102],or Gobbal,NRS 14363,
,WEBB,George,Tidbinbilla,Murrumbidgee,Tidbinbilla,02/06/1840,0663,5069,[4/93],Issued instead of No.662,NRS 14363,
,WEBB,George,Tidbinbilla,Murrumbidgee,Tidbinbilla,04/06/1842,0730,5071,[4/96],,NRS 14363,
,WEBB,George,Jicklinbilly,Murrumbidgee,Jicklinbilly,23/08/1842,0264,5073,[4/98],,NRS 14363,
,WEBB,George,Tidbinbilla,Murrumbidgee,Tidbinbilla,02/06/1842,0693,5071,[4/96],,NRS 14363,
,WEBB,George,Murrumbidgee,Comboo,Western,04/02/1837,0197,GvtG,,,NRS 14363,
,WEBB,George,Neis Valley,Yass,Southern,22/06/1838,0205,5067,[4/91],Other names mentioned: DOUGLASS (Mr),NRS 14363,
,WEBB,George,-,Murrumbidgee,Tinbanbilly,11/09/1844,0276,5077,[4/103],,NRS 14363,
,WEBB,George,-,Murrumbidgee,Tenbanbilly,18/09/1845,0336,5079,[4/105],,NRS 14363,
,WEBB,George,Tinbanbilly,Murrumbidgee,Tinbanbilly,14/09/1843,0252,5075,[4/101],,NRS 14363,
,WEBB,J G,Bogaledgera,Murrumbidgee,Bogaledgera,19/06/1841,0004,5070,[4/95],"and COOKE, Robert",NRS 14363,
,WEBB,Joseph Gabbott,Bogaledgina,Murrumbidgee,Bogaledgina,30/09/1843,0541,5076,[4/100],or Gobbal,NRS 14363,
,WEBSTER,-,Obelu and Sydney,Wellington,Obelu,16/03/1840,0596,5069,[4/93],"and SAUNDERS, Alfred",NRS 14363,
,WELBY,-,Munguledgennula,Murrumbidgee,Munguledgennula,24/09/1842,0461,5074,[4/99],and CO,NRS 14363,
,WELBY,Arthur E,Toomut River,Murrumbidgee,Gilmore (The S F Cattle Run),16/07/1840,0157,5069,[4/93],,NRS 14363,
,WELCH,-,-,Bligh,Uronbong,27/09/1845,0525,5080,[4/107],or WALSH; and FISHER,NRS 14363,
,WELCH,-,-,Bligh,Urinbong,30/09/1844,0573,5078,[4/102],or WALSH; and FISHER,NRS 14363,
,WELCH,John,-,Bligh,Gillindune,27/09/1845,0526,5080,[4/107],or WALSH,NRS 14363,
,WELLESLEY,Arthur,Wellington Vale,Wellington,Wellington Vale,22/07/1844,0052,5077,[4/103],"and ROBERTSON, Robert R C",NRS 14363,
,WELMAN,J C,-,Lachlan,Kalanghan,05/03/1842,0641,5071,[4/96],,NRS 14363,
,WELMAN,John Cameron,Kalanga,Lachlan,Yass,26/09/1839,0411,5068,[4/92],,NRS 14363,
,WELSH,Michael,Lachlan River,Bathurst,Western,25/05/1837,0345,5067,[4/91],,NRS 14363,
,WENTWORTH,(Major),Paddy's Plains,Lachlan,"Paddy's Plains bounded on the West by the Niena or Neela Creek, on the North by the Lachlan River and on the East by Paddy's Plains which are included in the Run",21/08/1845,0049,5079,[4/105],,NRS 14363,
,WENTWORTH,D'Arcy,-,Lachlan,"Cudgegong Run (The), bounded on the West by the Niena? or Neila Creek on the North by the Lachlan river and on the East by Paddy's Plains which are included in the Run",26/09/1844,0414,5078,[4/102],,NRS 14363,
,WENTWORTH,D'Arcy,Toongabbee,Lachlan,"Cudgelong Run (The), bounded on the West by the Niena or Neela Creek on the North by the Lachlan River and on the East by Paddys Plains which are included in the Run",05/10/1842,0623,5074,[4/99],,NRS 14363,
,WENTWORTH,Darcy,[Sydney?] Fitzwilliam Plains,Lachlan,Paddy's Plains on the south bank of the Lachlan River about 4 miles east of Cudgelong Miss Ann Fulton now Mrs G Wentworth's grant of 1280 acres on the same river but beyond the limits,18/03/1842,0646,5071,[4/96],"First licence; Other names mentioned: WENTWORTH, G (Mrs) (grant)",NRS 14363,
,WENTWORTH,Darcy,Sydney,Lachlan,"Wedden, Paddys Plains",29/09/1843,0428,5076,[4/100],,NRS 14363,
,WENTWORTH,George,"Greendale, Penrith",Lachlan,Marengo or Reedy Creek,04/09/1839,0339,5068,[4/92],,NRS 14363,
,WENTWORTH,George,Tommonbilly,Lachlan,Tommonbilly,01/09/1841,0673,5070,[4/95],£10 have been paid for fine under 2nd section of 2 Victoria No  2 for the occupation of Crown Lands up to this date without a licence,NRS 14363,
,WENTWORTH,George,Tommonbilly,Lachlan,Weddin,01/09/1841,0368,5072,[4/97],,NRS 14363,
,WENTWORTH,W C,Sydney,Nammoi,Northern,04/06/1838,0146,5067,[4/91],"Other names mentioned: HILL (Mr) of Park Street (his agent); MCQUOID, Thomas",NRS 14363,
,WENTWORTH,W C,Vaucluse,Liverpool Plains,Namoi River (The),17/07/1841,0176,5070,[4/95],"Other names mentioned: LORD, T",NRS 14363,
,WENTWORTH,W C,Barnham,Boree,Western,14/06/1838,0175,5067,[4/91],"and RAINE, Thomas; Other names mentioned: KINCHELA, John (Junior)",NRS 14363,
,WENTWORTH,W C,-,Wellington,Boree Cobora; Boree and Narranimici?,30/09/1845,0708,5080,[4/107],,NRS 14363,
,WENTWORTH,W C,Sydney,Wellington,Boree Coborn,27/09/1844,0436,5078,[4/102],,NRS 14363,
,WENTWORTH,W C,Sydney,Liverpool Plains,Namoi,27/09/1844,0434,5078,[4/102],,NRS 14363,
,WENTWORTH,W C,-,Liverpool Plains,Gleriddle and Manilla,30/09/1845,0706,5080,[4/107],,NRS 14363,
,WENTWORTH,W C,-,Bligh,Colenberawing,30/09/1845,0711,5080,[4/107],,NRS 14363,
,WENTWORTH,W C,Vaucluse,Murrumbidgee,Lake Yanga,27/08/1845,0086,5079,[4/105],,NRS 14363,
,WENTWORTH,W C,Sydney,Bligh,Belgorin,27/09/1844,0435,5078,[4/102],,NRS 14363,
,WENTWORTH,W C,-,Bligh,Collyburral,30/09/1845,0709,5080,[4/107],,NRS 14363,
,WENTWORTH,W C,-,Liverpool Plains,Burbargate and Galethra,30/09/1845,0707,5080,[4/107],,NRS 14363,
,WENTWORTH,W C,-,Bligh,Billgoram,30/09/1845,0710,5080,[4/107],,NRS 14363,
,WENTWORTH,W C,Vaucluse,Murrumbidgee,Bounded by the Murrumbidgee River on 1 side and extending down that river to a small oval lagoon called Cundora to the junction of a small back water creek called Ulla Callen,27/08/1845,0085,5079,[4/105],,NRS 14363,
,WENTWORTH,William C,"Sydney, Vaucluse",Wellington,Boree,31/08/1843,0181,5075,[4/101],,NRS 14363,
,WENTWORTH,William C,Windemere,Namoi,Northern and Western,16/03/1837,0293,5067,[4/91],,NRS 14363,
,WENTWORTH,William Charles,Sydney,Liverpool Plains,Namoi,31/08/1843,0180,5075,[4/101],,NRS 14363,
,WENTWORTH,William Charles,Vaucluse,Liverpool Plains,Namoi,01/06/1842,0004,5073,[4/98],,NRS 14363,
,WENTWORTH,William Charles,Windemere,Liverpool Plains,Namoi (The),01/07/1839,0034,5068,[4/92],,NRS 14363,
,WENTWORTH,William Charles,Vaucluse,Murrumbidgee,Edward River (The),12/02/1845,0812,5078,[4/104],,NRS 14363,
,WENTWORTH,William Charles,Vaucluse,Liverpool Plains,Namoi River,30/09/1840,0498,5070,[4/94],,NRS 14363,
,WENTWORTH,William Charles,Vaucluse,Murrumbidgee,Murray Lower (On),12/02/1845,0813,5078,[4/104],,NRS 14363,
,WEST,Frank,Addalong,Murrumbidgee,Addalong Creek,30/09/1840,0475,5070,[4/94],,NRS 14363,
,WEST,Frank,Adelong,Murrumbidgee,Adelong,06/04/1840,0641,5069,[4/93],,NRS 14363,
,WEST,James,Macquarie Plains,Bathurst,Western,10/07/1838,0315,5067,[4/91],"and WEST, John; Other names mentioned: WEST, James",NRS 14363,
,WEST,James,Macquarie Plains,Lachlan,Bundeburry Plains,25/09/1841,0457,5072,[4/97],,NRS 14363,
,WEST,James,Macquarie Plains,Lachlan,Bundebury Plains,07/09/1840,0331,5070,[4/94],,NRS 14363,
,WEST,James,Macquarie Plains,Lachlan,Bundibury Plains on Lachlan River,28/08/1839,0294,5068,[4/92],,NRS 14363,
,WEST,James,-,Lachlan,Wallandra,27/09/1845,0558,5080,[4/107],,NRS 14363,
,WEST,James,-,Lachlan,Wallawalla,21/10/1844,0691,5078,[4/102],,NRS 14363,
,WEST,James,Wallawalla,Lachlan,Wallawalla,14/07/1843,0040,5075,[4/101],,NRS 14363,
,WEST,James,Macquarie Plains,Lachlan,Wallawallah,16/06/1842,0017,5073,[4/98],,NRS 14363,
,WEST,John,Macquarie Plains,Bathurst,Western,10/07/1838,0315,5067,[4/91],"and WEST, James; Other names mentioned: WEST, James",NRS 14363,
,WEST,John (Senior),Macquarie Plains,Bathurst (beyond),Western,14/01/1837,0001,GvtG,,,NRS 14363,
,WEST,Joseph,-,Lachlan,Corella,29/09/1845,0596,5080,[4/107],,NRS 14363,
,WEST,Joseph,-,Lachlan,Werrimerrigal,29/09/1845,0595,5080,[4/107],,NRS 14363,
,WEST,Major,-,Lachlan,Gurnall?/Gumall?,09/03/1846,1186,5081,[4/106],,NRS 14363,
,WESTON,E,Horsley,Yass,South Western,26/06/1838,0233,5067,[4/91],,NRS 14363,
,WESTON,Edward,Liverpool,"Murray, beyond",Southern,15/05/1837,0332,5067,[4/91],,NRS 14363,
,WHALAN,J,Bathurst,Fish River,North West,23/06/1838,0219,5067,[4/91],"Other names mentioned: MORRIS, George of George Street",NRS 14363,
,WHALAN,James,Fish River,Bathurst and Wellington,Bogan Plains,10/01/1840,0558,5069,[4/93],,NRS 14363,
,WHALEN,James,Fish River,Wellington Valley,Western,21/02/1837,0255,5067,[4/91],,NRS 14363,
,WHALEY,John,Molonglo Plains,Maneroo,Little Tinderas (The),15/08/1839,0264,5068,[4/92],,NRS 14363,
,WHITE,(Messrs),"Bickham, Pages River",Liverpool Plains,Dorni on Liverpool Plains and Drildool on Namoi River,07/07/1841,0144,5070,[4/95],and GILL; £10 per Mr GORE'S cheque; Other names mentioned: GORE (Mr),NRS 14363,
,WHITE,(Messrs),Pages River,Liverpool Plains,Dorni?; Drildool on Namoi River,09/08/1842,0224,5073,[4/98],and GILL,NRS 14363,
,WHITE,-,-,Liverpool Plains,Doughboy Hollow,08/10/1845,0925,5081,[4/106],and GILL,NRS 14363,
,WHITE,-,-,Liverpool Plains,Drildool,08/10/1845,0924,5081,[4/106],and GILL,NRS 14363,
,WHITE,-,Bickham,Liverpool Plains,Dorni?/Doun?; Dreldoolon?,27/07/1843,0065,5075,[4/101],and GILL,NRS 14363,
,WHITE,-,-,Liverpool Plains,Drilldool,30/09/1844,0554,5078,[4/102],and GILL,NRS 14363,
,WHITE,-,-,Liverpool Plains,Doboy Hollow,30/09/1844,0553,5078,[4/102],and GILL,NRS 14363,
,WHITE,Edward,"Bickham, Pages River",Liverpool Plains,Dorni? on Liverpool Plains and Drildool on the Namoi River,07/08/1840,0236,5069,[4/93],"and GILL, John",NRS 14363,
,WHITE,Isaac,Barwan River,Liverpool Plains,-,08/08/1843,0093,5075,[4/101],,NRS 14363,
,WHITE,Isaac,Maitland,Liverpool Plains,Murrah Wyne,18/07/1844,0045,5077,[4/103],,NRS 14363,
,WHITE,Isaac,Maitland,Liverpool Plains,Murrah Wyne Bowen? on a creek called Toolacbah?,14/07/1841,0167,5070,[4/95],,NRS 14363,
,WHITE,Isaac,Maitland,Liverpool Plains,Murrah Wyne bounded on creek called Toolucbeh?,20/07/1842,0155,5073,[4/98],,NRS 14363,
,WHITE,Isaac,Maitland,Liverpool Plains,Murrah Wyne Bown?,28/01/1841,0573,5070,[4/94],,NRS 14363,
,WHITE,J,Edinglassy,Liverpool Plains,Borounah?,16/08/1844,0145,5077,[4/103],(Executors of),NRS 14363,
,WHITE,James,-,Lachlan,Burragong,26/09/1845,0482,5080,[4/107],,NRS 14363,
,WHITE,James,Burrangong,Lachlan,Burrangong,26/03/1841,0602,5070,[4/95],,NRS 14363,
,WHITE,James,Yass,Yass,Western,29/01/1838,0012,5067,[4/91],Other names mentioned: SMITH W C,NRS 14363,
,WHITE,James,Bonongong,Lachlan,Bonongong,03/07/1841,0125,5070,[4/95],£10 by Mr JOHNSON; Other names mentioned: JOHNSON (Mr),NRS 14363,
,WHITE,James,Berringong,Yass (beyond),South Western,04/02/1837,0205,GvtG,,,NRS 14363,
,WHITE,James,-,Lachlan,Spring Creek,26/09/1845,0483,5080,[4/107],,NRS 14363,
,WHITE,James,Burrengong,Lachlan,Burrengong,13/09/1839,0385,5068,[4/92],,NRS 14363,
,WHITE,James,"Edinglassie, MuswellBrook",Liverpool Plains,Mookai,22/08/1839,0284,5068,[4/92],,NRS 14363,
,WHITE,James,-,Lachlan,Borrongong,12/09/1844,0284,5077,[4/103],,NRS 14363,
,WHITE,James,Burrongong,Lachlan,Burrongong,03/09/1842,0343,5073,[4/98],,NRS 14363,
,WHITE,James,Bungonice?,Lachlan,Borrongong,16/09/1843,0278,5075,[4/101],,NRS 14363,
,WHITE,James,Edinglassie,Liverpool Plains,Burrowa on the Barwin River,25/08/1841,0339,5072,[4/97],,NRS 14363,
,WHITE,James,-,Lachlan,Coraberrima,26/09/1845,0484,5080,[4/107],,NRS 14363,
,WHITE,James,Edinglassie,Liverpool Plains,Barroman situate on the Barwin River,16/08/1842,0242,5073,[4/98],,NRS 14363,
,WHITE,James,"Edinglassin, Upper Hunt","Liverpool Plains, Muskie River",Northern,19/06/1838,0198,5067,[4/91],Other names mentioned: LEARMONTH (Mr),NRS 14363,
,WHITE,James,Edenglassie,Liverpool Plains,Barrowin,27/07/1843,0066,5075,[4/101],,NRS 14363,
,WHITE,James,-,Liverpool Plains,Nooroonuna?/Vooroonuna?,08/10/1845,0926,5081,[4/106],(The estate of),NRS 14363,
,WHITE,James,Burraugoraung,Murrumbidgee (adjoining Lachlan),Mitta Mitter,28/08/1841,0345,5072,[4/97],"Other names mentioned: JOHNSON (Mr); ""Taken out by Mr Johnson""",NRS 14363,
,WHITE,James,Burengorang,Murrumbidgee,Mittee Mittee,12/12/1840,0561,5070,[4/94],,NRS 14363,
,WHITE,Japhet,Bathurst,Bathurst,Western,04/11/1837,0386,5067,[4/91],,NRS 14363,
,WHITE,Patrick,Richmond,Brisbane,Northern,08/02/1838,0021,5067,[4/91],"Other names mentioned: BOOTH, John",NRS 14363,
,WHITE,Robert,-,Lachlan,Woowingeragong,13/09/1845,0217,5079,[4/105],,NRS 14363,
,WHITE,Robert,-,Lachlan,Woowingereyong,25/09/1844,0382,5077,[4/103],,NRS 14363,
,WHITE,Robert,Wowengeregong,Lachlan,Wowengeregong,02/09/1839,0325,5068,[4/92],,NRS 14363,
,WHITE,Robert,Wowingegong,Lachlan,Wowingegong,03/01/1842,0593,5071,[4/96],Authorised to be issued by Colonial Secretary's letter of 29/12/41. No 41/252,NRS 14363,
,WHITE,Robert,-,Lachlan,Wowingeragong,30/09/1843,0485,5076,[4/100],,NRS 14363,
,WHITE,Robert,-,Lachlan,Wowingeragong,30/09/1842,0564,5074,[4/99],,NRS 14363,
,WHITE,Stephen,Bushranger's Creek,Lachlan,Bushranger's Creek near Carrawang,13/08/1840,0252,5069,[4/93],,NRS 14363,
,WHITE,Stephen,Bushrangers Creek,Lachlan,Bushrangers Creek,30/06/1841,0072,5070,[4/95],"£10 per B C HARRISON; Other names mentioned: HARRISON, B C",NRS 14363,
,WHITE,Stephen,-,Lachlan,Merrabundina,03/09/1845,0130,5079,[4/105],,NRS 14363,
,WHITE,Stephen,Merrybondini,Lachlan,Merrybondini Creek,30/09/1842,0578,5074,[4/99],,NRS 14363,
,WHITE,Stephen,-,Lachlan,Wurylondin Creek,09/09/1844,0254,5077,[4/103],"and NICHOLSON, C",NRS 14363,
,WHITE,Stephen,-,Lachlan,Wary Condine?/Warylondine? Creek,30/09/1843,0520,5076,[4/100],,NRS 14363,
,WHITE,William,"Helmsby, Brisbane",Boora/Bovra/Boree?,North Western,23/03/1837,0302,5067,[4/91],,NRS 14363,
,WHITE,William,Cunningham Creek,Lachlan,Cunningham Creek,27/06/1842,0710,5071,[4/96],,NRS 14363,
,WHITE,William,-,Liverpool Plains,Kelo,24/09/1845,0437,5080,[4/107],,NRS 14363,
,WHITE,William,Cunningham Creek,Yass,South Western,02/02/1838,0016,5067,[4/91],"Other names mentioned: ROBERTS, M W (of Sydney)",NRS 14363,
,WHITE,William,Gunnideltorn?,Lachlan,Gunnideltorn?,25/07/1840,0194,5069,[4/93],,NRS 14363,
,WHITTAKER,William,-,Maneroo,Tombong,22/07/1844,0055,5077,[4/103],,NRS 14363,
,WHITTAKERS,William,-,Maneroo,Tom Bong,08/01/1846,1125,5081,[4/106],or WHITTAKER,NRS 14363,
,WHITTAKERS,William,Tong Bong,Maneroo,Tong Bong,19/09/1843,0290,5075,[4/101],,NRS 14363,
,WHITTING,(Messrs),-,Darling Downs,Tambourine,24/09/1844,0375,5077,[4/103],and CO,NRS 14363,
,WHITTY,Charles,Blowering,Murrumbidgee,Blowering,01/09/1842,0330,5073,[4/98],"and WHITTY, John",NRS 14363,
,WHITTY,H,-,Murrumbidgee,Billy Bong,08/11/1845,1041,5081,[4/106],"and WHITTY, J C",NRS 14363,
,WHITTY,H,-,Murrumbidgee,Blowring,08/11/1845,1040,5081,[4/106],"and WHITTY, J C",NRS 14363,
,WHITTY,H,Blowring,Murrumbidgee,Blowring,13/07/1844,0032,5077,[4/103],"and WHITTY, John",NRS 14363,
,WHITTY,H,-,Murrumbidgee,Lacunlack?/Lacuulack,08/11/1845,1039,5081,[4/106],"and WHITTY, J C",NRS 14363,
,WHITTY,J,-,Murrumbidgee,Billy Bong,08/11/1845,1041,5081,[4/106],"and WHITTY, H",NRS 14363,
,WHITTY,J C,-,Murrumbidgee,Lacunlack?/Lacuulack,08/11/1845,1039,5081,[4/106],"and WHITTY, H",NRS 14363,
,WHITTY,J C,-,Murrumbidgee,Blowring,08/11/1845,1040,5081,[4/106],"and WHITTY, H",NRS 14363,
,WHITTY,J C,Blowring,Murrumbidgee,Blowring,15/07/1843,0043,5075,[4/101],,NRS 14363,
,WHITTY,John,Blowering,Murrumbidgee,Blowering,01/09/1842,0330,5073,[4/98],"and WHITTY, Charles",NRS 14363,
,WHITTY,John,Blowring,Murrumbidgee,Blowring,13/07/1844,0032,5077,[4/103],"and WHITTY, H",NRS 14363,
,WHITTY,John Charles,Blowering,Murrumbidgee,Blowering,07/08/1841,0269,5072,[4/97],Other names mentioned: RAMSAY and YOUNG,NRS 14363,
,WICKHAM,John Clements,Moreton Bay,Darling Downs,Gap Creek,20/01/1844,0683,5076,[4/100],,NRS 14363,
,WIGGINS,Arthur,Macquarie River,Wellington,Meabon,28/09/1842,0507,5074,[4/99],,NRS 14363,
,WIGHTMAN,A S,Glengarry,Liverpool Plains,Glenriddle on the Manilla River,30/06/1840,0084,5069,[4/93],,NRS 14363,
,WIGHTMAN,A S,St Hilliers,Narroi,North Western,14/01/1837,0044,GvtG,,,NRS 14363,
,WIGHTMAN,Adam S,Pages River,Liverpool Plains,Glenriddle,01/11/1839,0493,5068,[4/92],,NRS 14363,
,WIGHTMAN,Alexander,Pages River,Liverpool Plains,Ellengowan,06/01/1842,0600,5071,[4/96],First licence,NRS 14363,
,WILFORD,Thomas,Sydney,Lachlan,Western,14/01/1837,0074,GvtG,,,NRS 14363,
,WILKIN,(Messrs),-,Clarence River,Richmond River (A branch of),25/09/1844,0393,5078,[4/102],and THOMSON and BARKER,NRS 14363,
,WILKIN,-,Richmond River,Clarence River,Richmond River,30/09/1843,0503,5076,[4/100],and THOMSON,NRS 14363,
,WILKIN,-,-,Clarence River,Ettrick Forest,30/09/1845,0633,5080,[4/107],"and THOMSON, and BARKER",NRS 14363,
,WILKIN,Robert,Gammon Plains,Clarence River,Richmond River (A branch of the),10/09/1842,0364,5073,[4/98],"and THOMSON, Archibald",NRS 14363,
,WILKINSON,John Rhode,Buchan,Maneroo,Buchan; Minadale,18/09/1841,0681,5070,[4/95],,NRS 14363,
,WILKINSON,John Rhodes,Buchan,Maneroo,Buchan,30/01/1840,0565,5069,[4/93],,NRS 14363,
,WILKINSON,John Rhodes,Buchan,Maneroo,Buchan and Minadale,25/09/1841,0448,5072,[4/97],,NRS 14363,
,WILKINSON,Stephen,"Little River, Yass",Murrumbidgee,Wee Jasper Station,01/07/1842,0081,5073,[4/98],,NRS 14363,
,WILKINSON,Thomas,Gallanwong,Murrumbidgee,Gallanwong,11/07/1842,0734,5071,[4/96],,NRS 14363,
,WILKS,W,Wollombi,New England,Charny?/Chainy?,02/08/1842,0746,5071,[4/96],"and MURTON, R",NRS 14363,
,WILKS,William,-,New England,Egerton,16/10/1844,0683,5078,[4/102],,NRS 14363,
,WILKS,William,Egerton,New England,Egerton,22/03/1844,0737,5076,[4/100],,NRS 14363,
,WILKS,William,Wollombi,New England,Charing,22/08/1842,0261,5073,[4/98],,NRS 14363,
,WILKS,William,Wollombi,New England,Charing,22/08/1842,0689,5069,[4/93],"and MURTON, R; 1839-1840; Note: £2 is for fine",NRS 14363,
,WILKS,William,Wollombi,New England,Charries/Charing?,22/08/1842,0746,5071,[4/96],,NRS 14363,
,WILLIAMS,-,-,Lachlan,Bendock,29/09/1845,0601,5080,[4/107],and BARBER,NRS 14363,
,WILLIAMS,-,Sydney,Liverpool Plains,Big River,30/09/1841,0536,5072,[4/97],and MCPHERSONS,NRS 14363,
,WILLIAMS,A,Sydney,Liverpool Plains,Big River,23/07/1840,0185,5069,[4/93],"and MCPHERSON, William; and MCPHERSON, A",NRS 14363,
,WILLIAMS,Allan,Sydney,Liverpool Plains,-,13/02/1840,0572,5069,[4/93],,NRS 14363,
,WILLIAMS,C J,-,Liverpool Plains,-,30/09/1844,0542,5078,[4/102],,NRS 14363,
,WILLIAMS,C J,-,Liverpool Plains,Tuckeraman,28/04/1846,1238,5081,[4/108],,NRS 14363,
,WILLIAMS,J H,-,Clarence River,Richmond River,30/09/1844,0624,5078,[4/102],,NRS 14363,
,WILLIAMS,James Hartwell,Sydney,Clarence River,Richmond River,18/04/1843,0724,5074,[4/99],,NRS 14363,
,WILLIAMS,John,Borro,Maneroo,Tom Groggen Creek and Nimety Bell,28/08/1839,0299,5068,[4/92],,NRS 14363,
,WILLIAMS,John,Baulkham Hills,Murrumbidgee,Wogga Wogga,27/09/1839,0415,5068,[4/92],,NRS 14363,
,WILLIAMS,John,Fish River,Murrumbidgee,Woggabogga,20/09/1841,0426,5072,[4/97],,NRS 14363,
,WILLIAMS,John,Fish River,Murrumbidgee,Woggawogga,09/09/1840,0335,5070,[4/94],,NRS 14363,
,WILLIAMS,John,-,Maneroo,Curry Flat,27/09/1845,0527,5080,[4/107],,NRS 14363,
,WILLIAMS,John,Baulkum Hills,Murrumbidgee,Southern and Western,12/04/1838,0076,5067,[4/91],,NRS 14363,
,WILLIAMS,John,Curry Flat,Maneroo,Curry Flat,09/09/1843,0227,5075,[4/101],,NRS 14363,
,WILLIAMS,John,Tomgroggin,Maneroo,Tomgroggin,14/08/1840,0254,5069,[4/93],,NRS 14363,
,WILLIAMS,John,Maneroo,Maneroo,Curry Flats near Nimitybelle,24/09/1842,0441,5074,[4/99],,NRS 14363,
,WILLIAMS,John,-,Maneroo,Curryflats,31/08/1844,0224,5077,[4/103],,NRS 14363,
,WILLIAMS,Robert,Richmond,Invermein (beyond),North Western,14/01/1837,0068,GvtG,,,NRS 14363,
,WILLIAMS,Robert,Penrith,Liverpool Plains,Boggy Brye,19/07/1839,0181,5068,[4/92],,NRS 14363,
,WILLIAMS,Robert,Richmond,Liverpool,Invermein,02/06/1838,0142,5067,[4/91],Other names mentioned: BOOTH (Mr),NRS 14363,
,WILLIAMS,Thomas,Bogolong,Lachlan,Bogolong,30/06/1841,0062,5070,[4/95],,NRS 14363,
,WILLIAMS,Thomas,"Castle Hill, Parramatta",Lachlan,Bogolong,03/12/1839,0532,5069,[4/93],,NRS 14363,
,WILLIAMS,Thomas,Dooral,Lachlan,Bogolong,02/09/1842,0340,5073,[4/98],,NRS 14363,
,WILLIAMS,Thomas,Bogalong,Lachlan,Bogalong,26/09/1843,0362,5075,[4/101],,NRS 14363,
,WILLIAMS,Thomas,Yass,Yass,Western,20/03/1838,0060,5067,[4/91],Other names mentioned: WILLIAMS (Mrs) (wife of Thomas),NRS 14363,
,WILLIAMS,Thomas,Bogolong,Lachlan,-,29/07/1840,0208,5069,[4/93],,NRS 14363,
,WILLIAMS,Thomas,Castle Hill,Yass,Western,14/01/1837,0079,GvtG,,,NRS 14363,
,WILLIAMS,Thomas,-,Lachlan,Bogolong,04/11/1844,0710,5078,[4/102],,NRS 14363,
,WILLIAMS,Thomas,-,Lachlan,Bogolong,29/09/1845,0602,5080,[4/107],,NRS 14363,
,WILLIAMS,W F,Sydney,Clarence River,-,20/12/1843,0653,5076,[4/100],,NRS 14363,
,WILLIS,J S,-,Maneroo,Wog Wog,22/09/1843,0322,5075,[4/101],,NRS 14363,
,WILLIS,J S,-,Maneroo,Boco Rock,22/09/1843,0321,5075,[4/101],,NRS 14363,
,WILLIS,Joseph Scaife,Sydney,Maneroo,Wog Wog,03/06/1843,0747,5074,[4/99],,NRS 14363,
,WILLIS,Joseph Scaife,Sydney,Maneroo,Bocco Rock on the McLachlan River,02/11/1842,0638,5074,[4/99],,NRS 14363,
