SA Item,SG Map,Area,Firstname,Surname,Date,Description,Remarks
[2382],C.1661,Cooma,-,Willis,1858,Cooma village and part of Parish (lithograph),
[3139],H.2203a,Hillston North,-,Willis,1878,Lithograph for office use,
[1243],A.1745.b,Ashford,-,Willis,12 Oct 1883,"Ashford Village, by Surveyor General's Office, Aug 1861 - cancelled by plan A.1745.c, by Willis, Oct 12, 1883, for office use",
[4326],M.1888.a,Mitchell (County),J,Willis,Mar 1878,Map of the County of Mitchell,
[4274],M.1629a,Mulwala,JA,Willis,Mar 1858,"Town, County Denison.Shows design approved, Thomas Sherwin's occupation shown",
[5259],R.1176,Road,(Captain),Wilson,1842,"Plan of parish road from Parramatta Road to Botany Bay. Parishes Alexandria and Botany, via Waterloo Mills",
[5260],R.1.1176,Road,(Captain),Wilson,1843,Proposed deviation of part R.1176,
[2260],C.8.1121,Clarence River District,CM,Wilson,1841,"Government subdivision, Parish Toothill (County Fitzroy)",
[2261],C.9.1121,Clarence River District,CM,Wilson,1841,"Government subdivision, Parish Bardsley, County Fitzroy",
[6074],W.1773a,Warren,JG,Wilson,30 Jul 1860,"Warren Village Reserve on Macquarie River, Parish Warren, County Oxley. Shows Lawson's hut, Readford's house etc.",
[2251],C.1.1120,Clarence River,W,Wilson,Sep 1840,Survey of a portion of land allowed to be purchased without competition on the Clarence River,
[2258],C.6.1121,Clarence River District,WC,Wilson,1840,"Government subdivision, Parish Lainitza (now Lanitza) County Clarence",
[2253],C.1.1121,Clarence River District,WCB,Wilson,1840,"Government subdivision of Parish Clarenza, County Hants (now Clarence)",
[2254],C.2.1121,Clarence River District,WCB,Wilson,1840,"Government subdivision of Parish Southhampton, County Hants (now Clarence)",
[2255],C.3.1121,Clarence River District,WCB,Wilson,1840,"Government subdivision of Parish Elland, County Hants (now Clarence)",
[2268],C.16.1121,Clarence River District,WCB,Wilson,1841,"Government subdivision, Parish Sandon (now County Clarence).Parish name not adopted now part Parishes Candole and Scope",
[2269],C.18.1121,Clarence River District,WCB,Wilson,1841,"Government subdivision, Parish Ulmarra (County Clarence)",
[2270],C.19.1121,Clarence River District,WCB,Wilson,1842,"Government subdivision, Parish Coldstream (County Clarence)",
[2271],C.20.1121,Clarence River District,WCB,Wilson,-,"Government subdivision, Parish Tyndale (County Clarence) Woodford Island shown",
[2262],C.10.1121,Clarence River District,WCB,Wilson,1841,"Government subdivision, Parish Petrota (name not adopted) adjoins south boundary of Parish Lainitza County Clarence and is now Quarigo Parish",
[2272],C.21.1121,Clarence River District,WCB,Wilson,1842,"Government subdivision, Parish Gulmarrad (County Clarence) - Woodford Island and Wooloweyah Estuary shown also Mount Wohinan noted as ""Peaked Hill of Captain Cook"" now known as Mount Wohinam, Tucakia or Clarence Peak",
[2263],C.11.1121,Clarence River District,WCB,Wilson,1841,"Government subdivision, Parish Lithakia, name not adopted (now Parish Dundoo, County Clarence)",
[2273],C.22.1121,Clarence River District,WCB,Wilson,1842,"Government subdivision, Parish Toloumbi (County Clarence).Palmer's and Woodford Islands shown - numerous native names are shown on this plan",
[2264],C.12.1121,Clarence River District,WCB,Wilson,1841,"Government subdivision, Parish Lanitza and Calamia, County Clarence - Mount Elaine and Mount Scott shown and Macinoros Range runs southerly from Mount Scott",
[2274],C.23.1121,Clarence River District,WCB,Wilson,1842,"Government subdivision, Parish Conoulam (County Clarence).Adjoins Parish Sandon & Sandon River on north Plover Island shown",
[2265],C.13.1121,Clarence River District,WCB,Wilson,1841,"Government subdivision, Parish Livadia (now Lavadia) adjoins Lainitza and Oros on north (County Clarence)",
[2275],C.24.1121,Clarence River District,WCB,Wilson,1843(?),"Government subdivision, Parish Wooli-barri (County Clarence).This is now Parish Yamba and Yamba Village.Some interesting native names shown",
[2266],C.14.1121,Clarence River District,WCB,Wilson,1841,"Government subdivision, Parish Eremia name not adopted but is now part Parish Mary Vale, Co. Clarence - Mount Velona shown",
[2301],C.5.1179,Clarence River,WCB,Wilson,1858,Plan Orara River from SE corner Par. Petrota (now Quarigo) to Glen Righ (Glenreagh) & (Tallawudgel) JC Shannon's land - Sherwood M Skeene's Station shown (Wongaki Ck) - Wiaraga & Doundee shown as deserted sheep stations. Par. Lithakia. Co. Clarence & Fitz,
[2257],C.5.1121,Clarence River District,CM,Wilson (?),1841,"Government subdivision, Parish Rushforth - County not named, but later Clarence",
[3389],L.7.1278,Leichhardt Expedition,WH,Wiseman,9 Sep 1859,Sketch showing Commissioner Wiseman's journey from Marlborough Creek near Mounts O'Connell & Wellington via Mackenzie River to Capella Creek near Theresa and Yekah Creeks,
[2902],G.1935 (1),Gol Gol,-,Wood,1865,Design for a town,
[4934],P.1813a,Perry (now Menindee),-,Wood,1861,Traverse to connect survey of the town with the junction of Menindee Creek and Darling River,
[4572],N.140.1306,New England/Gwydir Districts,A,Wood,8 Jun 1858,"Survey Plan of road connection between Cana House (Allingham's) and Wallomumbi River Station (Richard Hargrave) being the Grafton-McLeay River Road; Hilgrave House of Hargrave also shown, County Sandon",
[5716],S.1597,Shoalhaven River,A,Wood,13 Dec 1853,"Plan and section of proposed drain from Worrigee Swamp to the Shoalhaven River, & plan & section of drain in the course of execution from Worrigee Swamp to the Crookhaven Creek",
[5089],R.10.818,Roads (Illawarra),AL,Wood,13 Aug 1856,Survey of the road from Broughton Creek to Bong Bong,
[4242],M.280-.280a.1427,Murrumbidgee District,J,Wood,6 Jan 1865,"Survey Plan of Pugganmilly Island, Murray River - situated near Goun Crossing Railway Stn - Co. Wakool.(280.a. are section plans).Reference in red on plan Col. Sec. Letter 22 Nov, 1866 (No. 5631/66) abandoning on behalf of Victoria all claim to Island a",1 of 3
[3190],J.1899,Jerilderie,J,Wood,21 Jul 1864,"Village site and design, on Billabong Creek, County Urana.Powell's Inn and store, Jerilderie station and Police barracks shown",2 of 2 plans
[2904],G.1935a,Gol Gol,J,Wood,20 Jun 1865,Town design. Also attached tracing of same plan,
[3191],J.1899a,Jerilderie,J,Wood,11 Jul 1863,"Feature plan from crossing place of Billabong Creek near Davidson's Inn westerly to Virgo's head station, showing Barracks formerly Cadell's store",
[5826],T.1931,Tooleybuc,J,Wood,22 Jun 1865,"Tooleybuc village design, County Wakool, river Murray. Punt crossing shown",
[3196],J.2026,Jindera,J,Wood,26 Oct 1868,Village design and traverse of Bowna or Four Mile Creek through Reserve 63,
[2927],G.2116,Garryowen,J,Wood,Jul 1872,"Garryowen, Parish Billabung, County Goulburn.Village site and design",1 of 2 plans
[2928],G.2116,Garryowen,J,Wood,Jul 1872,"Garryowen, Parish Billabung, County Goulburn.Village site and design",2 of 2 plans
[3189],J.1899,Jerilderie,J,Wood,21 Jul 1864,"Village site and design, on Billabong Creek, County Urana.Powell's Inn and store, Jerilderie station and Police barracks shown",1 of 2 plans
[6072],W.1740,Woomargama,J,Wood,15 Feb 1869,"Woomargama Village Reserve, County Goulburn",
[4243],M.280-.280a.1427,Murrumbidgee District,J,Wood,6 Jan 1865,"Survey Plan of Pugganmilly Island, Murray River - situated near Goun Crossing Railway Stn - Co. Wakool.(280.a. are section plans).Reference in red on plan Col. Sec. Letter 22 Nov, 1866 (No. 5631/66) abandoning on behalf of Victoria all claim to Island a",2 of 3
[4244],M.280-.280a.1427,Murrumbidgee District,J,Wood,19 Dec 1864,"Survey Plan of Pugganmilly Island, Murray River - situated near Goun Crossing Railway Stn - Co. Wakool.(280.a. are section plans).Reference in red on plan Col. Sec. Letter 22 Nov, 1866 (No. 5631/66) abandoning on behalf of Victoria all claim to Island a",3 of 3
[4241],M.279a.1427,Murrumbidgee District,JH,Wood,6 Jan 1865,Section plans of Pental Island,2 of 2
[5340],R.1a.1746,Road,JH,Wood,1860,"Plans of part Tumut-Kiandra road at Talbingo Hill, County Buccleuch as proposed - also road in use",2 of 2
[6085],W.1875 (1),Walbundry,JH,Wood,19 Mar 1863,"Plan of site for the Village of Walbundry, Parish of Walbundry, County of Hume",
[5339],R.1.1746,Road,JH,Wood,1860,"Plan of road Tabbingo to Yarrangobilly River, County Buccleuch",
[5342],R.2.1746 (Sheet 1),Road,JH,Wood,1860,"Plan of road from Kiandra through Kiandra Plain, The Long Plain towards Tumut witha branch road to Lob's Hole, Tumut River, via site of village Ravine",
[5343],R.2.1746 (Sheet 2),Road,JH,Wood,1860,"Plan of road (part) Kiandra County Tumut from 21 mile mark via swamp called Pigeon Square to beyond 35 mile mark, referred to as Gobarragardra Line",
[5344],R.2.1746 (Sheet 3),Road,JH,Wood,1860,Plan of continuation of R.2.1746 Sheet 3 along Gobarragandra to near Baloo Arm 42 Mile mark,
[5345],R.2.1746 (Sheet 4),Road,JH,Wood,1860,Plan of continuation of R.3.1746 Sheet 3 to Atkinson's old station hut,
[2473],C.2236,Coreen,JH,Wood,1878,"Coreen Village design - Parish Gordon, County Hume",
[6086],W.1875 (2),Walbundry,JH,Wood,19 Mar 1863,Plan of design for the Village of Walbundry,
[4330],M.2090,Mullanjandra,JH,Wood,21 Jan 1871,"Village site and design, Parish of Mullanjandra, County Goulburn",2 of 2
[4936],P.1860,Pooncaira,JH,Wood,23 May 1862,"Pooncaira Village design, Parish Pooncaira, County Perry",
[4329],M.2090,Mullanjandra,JH,Wood,21 Jan 1871,"Village site and design, Parish of Mullanjandra, County Goulburn",1 of 2
[3141],H.2462,Huon,JH,Wood,15 Oct 1885,"Huon proposed Village site and design, Parish Gerogery, County Goulburn - Plans show location at railway crossing",2 of 2 plans
[4240],M.279a.1427,Murrumbidgee District,JH,Wood,6 Jan 1865,Section plans of Pental Island,1 of 2
[3140],H.2462,Huon,JH,Wood,15 Oct 1885,"Huon proposed Village site and design, Parish Gerogery, County Goulburn - Plans show location at railway crossing",1 of 2 plans
[4935],P.1.1813,Perry (now Menindee),JH,Wood,23 Jul 1861,Plan of the Town of Perry (now called Menindee).Also shows a section along Perry Street,
[5337],R.1746,Road,JH,Wood,1860,"Plans of part Tumut-Kiandra road at Talbingo Hill, County Buccleuch as proposed - also road in use",1 of 2
[3600],M.4.14,Manning River,PJ,Wood,Jan 1860,Plan of part of the Manning River from the junction of the Pignum Barnia River to headwaters.Shows features of the country and topography with a table of bearings and distances,1 of 2
[3601],M.5.14,Manning River,PJ,Wood,nd,Plan of part of the Manning River from the junction of the Pignum Barnia River to headwaters.Shows features of the country and topography with a table of bearings and distances,2 of 2
[5813],T.1736c,Tumbarumba,-,Woods,1863,"Tumbarumba environs, County Selwyn",
[3541],L.2.1771,Lachlan,-,Woolrych,Oct 1860,Plan of traverse Talmo to Robertsons,
[3542],L.3.1771,Lachlan,-,Woolrych,Oct 1860,Plan of range between Talmo and Carroll Creeks,
[3544],L.4.1771,Lachlan,-,Woolrych,Sep 1860,Plan of Lachlan District between Talmo & Mount Beeownhn & Robertsons. Sketch on plan states Beewhn commonly called Barren Jack (Burrinjuck?). (1plan plus sketch originally attached),2 of 2
[4292],M.1657b,Murrimboola,-,Woolrych,25 Mar 1858,Rough map of proposed village,
[3543],L.4.1771,Lachlan,-,Woolrych,Sep 1860,Plan of Lachlan District between Talmo & Mount Beeownhn & Robertsons. Sketch on plan states Beewhn commonly called Barren Jack (Burrinjuck?). (1plan plus sketch originally attached),1 of 2
[3585],L.49.1771,Lachlan,-,Woolrych,17 Dec 1861,"Part Lachlan District showing stations & owners on Murrumbidgee, Lachlan Rivers & Houlaghan's Creek, between junction of Rivers to White's station & Collet's Bundaburra station on Lachlan & Houlaghan's Creek",
[3464],L.16.1422,Lachlan District,-,Woolrych,Oct 1856,"Plan Murrumburrah Creek and stations and other locations along Creek and roads, County Harden. Also Miles Murphy's pre-emptive purchase",
[3466],L.41.1422,Lachlan District,-,Woolrych,c.1860,"Tracing Plan of features between Lachlan and Murrumbidgee, County Cooper, Dowling etc.",
[4290],M.1657,Murrimboola,F,Woolrych,25 May 1858,(Now Murrumburrah) village design County Harden.James Kennedy's public house and John Murphy's house shown and sections 31 to 60 inclusive,
[5721],S.1.1656,Sydney,F,Woolrych,12 Apr 1870,Plan of Darling Harbour from Dawes Point Battery to Millers Point,
[5588],S.94.907,Sydney Streets,F,Woolrych,4 Dec 1869,"Sketch plan showing measurements made to determine the position for the curbing on the east side of section 100.Bounded by Circular Quay, Pitt & Alfred Streets",
[5589],S.96.907,Sydney Streets,F,Woolrych,31 Dec 1869,Plan of Brougham Street (deviated).Laid before the Executive Council 23 Apr 1870,
[3540],L.1.1771,Lachlan,FB,Woolrych,Jun 1860,Plan of Talmo Creek & road and through Bogolaro Station (Sam Barber) and house,
[4778A],P.28.574,Port Jackson,FBW,Woolrych,Sep 1875,(Darling Harbour) Plan of the connection of Alignment. Plan of Fort Street (S.87.907) with the Trigonometrical Survey etc.,
[4784A],P.37.574,Port Jackson,FBW,Woolrych,Nov 1876,(Parish of St Andrew)Plan of traverse from the Observatory to the Town Hall for the Connection of former plans with the Trigonometrical Survey,
[4789],P.48.574,Port Jackson,FBW,Woolrych,Aug 1877,"(Sydney Cove) Rough Plot of survey in continuation of Plan of Dawes Point to fix limit line of wharves and jetties on piles for ASN Company's land, and Cunninghame's Grant at Sydney Cove",
[6112],W.2047a,White Bay,FBW,Woolrych,4 May 1871,Plan of traverse to connect the plans of Booth's reclamations with the Plan of White Bay Cat. No. W.2047,
[1616],B.2024,Berry's Bay,FBW,Woolrych,1869,Plan of the east side of Berry's Bay and Blue's Point,
[1618],B.2.2024,Berry's Bay,FBW,Woolrych,1869,Survey of part of the east side of Berry's Bay and Blue's Point,
[1617],B.1.2024,Berry's Bay,FBW,Woolrych,1869,Survey of part of the east side of Berry's Bay and Blue's Point (Sheet 1),
[1619],B.3.2024,Berry's Bay,FBW,Woolrych,1869,Survey of part of the east side of Berry's Bay and Blue's Point (Sheet 3),
[6111],W.2047,White Bay,FBW,Woolrych,6 Nov 1869,Plan of White Bay in two sheets.,Sheet 1. Sheet 2 is not held
[3462],L.13.1422,Lachlan District,WB,Woolrych,Sep 1856,"Survey of Demondrille Creek and road traverse connection, also Marsh and Wise 234 acres pre-emptive purchase",
[3463],L.14.1422,Lachlan District,WB,Woolrych,1857?,"Survey of road from Barwang to Grambidgy, County Harden",
[5160],R.5a.972,Roads (Musclebrook),C,Worth,30 Mar 1883,"Plan of road from the Southern extremity of Vennachar Street, Village of Merriwa to the Southern boundary of George Wyndham's 2,560 acres, Co. of Brisbane",
[5335],R.2821.1603,Roads,C,Worth,18 Aug 1884,"Plan of part of road from Wollar to Mudgee, Parish of Cumbo, County of Phillip.Shows landholders in the immediate vicinity",
[3821],M.9.933,Port Macquarie,(Captain),Wright,Mar 1826,Port Macquarie.Surveyor:Captain Wright (Commandant),
[3746],M.65.831,Monaro/Murrumbidgee,-,Wright,25 Mar 1843,Murrumbidgee above Coosungerambera Creek and from that creek to Yayouk Creek,2 of 2
[3723],M.41.831,Monaro/Murrumbidgee,-,Wright,31 Aug 1842,"Plan parts Murrumbidgee and Umeralla River and country, County Beresford",1 of 2
[3752],M.72.831,Monaro/Murrumbidgee,-,Wright,28 Dec 1843,"Murrumbidgee River below Yaouk Creek, County Beresford",
[3745],M.64.831,Monaro/Murrumbidgee,-,Wright,25 Mar 1843,Murrumbidgee above Coosungerambera Creek and from that creek to Yayouk Creek,1 of 2
[3724],M.42.831,Monaro/Murrumbidgee,-,Wright,31 Aug 1842,"Plan parts Murrumbidgee and Umeralla River and country, County Beresford",2 of 2
